season,race,driver,fp2_deg_slope
2022,Austrian Grand Prix,LAT,-0.3289280183052238
2022,Austrian Grand Prix,LEC,0.16183590225563893
2022,Austrian Grand Prix,MAG,-0.09214678116001628
2022,Austrian Grand Prix,MSC,-0.9848911088911085
2022,Austrian Grand Prix,NOR,-0.6286483405483408
2022,Austrian Grand Prix,OCO,0.11599395604395546
2022,Austrian Grand Prix,PER,0.0030766788766780073
2022,Austrian Grand Prix,RIC,0.40073236763236775
2022,Austrian Grand Prix,RUS,1.2456398656898662
2022,Austrian Grand Prix,SAI,-1.2771492285492294
2022,Austrian Grand Prix,STR,0.3599877450980391
2022,Austrian Grand Prix,TSU,-0.11316677489177489
2022,Austrian Grand Prix,VER,-2.641575824175826
2022,Austrian Grand Prix,VET,-0.15160416666666668
2022,Austrian Grand Prix,ZHO,0.4964081027667985
2022,Azerbaijan Grand Prix,ALB,1.8284642857142879
2022,Azerbaijan Grand Prix,ALO,1.7445272727272734
2022,Azerbaijan Grand Prix,BOT,2.0919571428571415
2022,Azerbaijan Grand Prix,GAS,1.7669341269841272
2022,Azerbaijan Grand Prix,HAM,1.5564783549783554
2022,Azerbaijan Grand Prix,LAT,3.3256986729117877
2022,Azerbaijan Grand Prix,LEC,3.331779448621554
2022,Azerbaijan Grand Prix,MAG,1.6868571428571435
2022,Azerbaijan Grand Prix,MSC,1.359800000000002
2022,Azerbaijan Grand Prix,NOR,1.0137535714285721
2022,Azerbaijan Grand Prix,OCO,2.030464718614719
2022,Azerbaijan Grand Prix,PER,3.2375565997738827
2022,Azerbaijan Grand Prix,RIC,0.12283333333333525
2022,Azerbaijan Grand Prix,RUS,0.03921396103896119
2022,Azerbaijan Grand Prix,SAI,3.7269523809523832
2022,Azerbaijan Grand Prix,STR,-0.3552580086580084
2022,Azerbaijan Grand Prix,TSU,3.3718639249639257
2022,Azerbaijan Grand Prix,VER,0.13571428571428706
2022,Azerbaijan Grand Prix,VET,-0.687184523809524
2022,Azerbaijan Grand Prix,ZHO,1.0784476190476182
2022,Bahrain Grand Prix,ALB,2.745229761904764
2022,Bahrain Grand Prix,ALO,0.3110333333333335
2022,Bahrain Grand Prix,BOT,0.27197063492063506
2022,Bahrain Grand Prix,GAS,-0.641433333333332
2022,Bahrain Grand Prix,HAM,2.740517482517482
2022,Bahrain Grand Prix,HUL,0.9064738095238086
2022,Bahrain Grand Prix,LAT,3.052355494505495
2022,Bahrain Grand Prix,MAG,-0.44248809523809685
2022,Bahrain Grand Prix,MSC,1.2639849567099573
2022,Bahrain Grand Prix,NOR,1.7387492647058815
2022,Bahrain Grand Prix,OCO,0.33030000000000054
2022,Bahrain Grand Prix,PER,-0.37135151515151454
2022,Bahrain Grand Prix,RIC,-0.3134285714285733
2022,Bahrain Grand Prix,RUS,1.6765363636363648
2022,Bahrain Grand Prix,SAI,0.3161857142857154
2022,Bahrain Grand Prix,STR,0.42031666666666767
2022,Bahrain Grand Prix,TSU,0.7456190476190474
2022,Bahrain Grand Prix,VER,-0.36920000000000097
2022,Bahrain Grand Prix,ZHO,1.1879635281385288
2022,Belgian Grand Prix,ALO,2.0986511627906994
2022,Belgian Grand Prix,BOT,3.1215793436293438
2022,Belgian Grand Prix,GAS,-0.7488389830508465
2022,Belgian Grand Prix,HAM,6.016799999999999
2022,Belgian Grand Prix,LEC,1.1269923076923078
2022,Belgian Grand Prix,MSC,0.7639129870129866
2022,Belgian Grand Prix,OCO,-0.39216095890410857
2022,Belgian Grand Prix,PER,-1.45060810810811
2022,Belgian Grand Prix,RIC,7.4426
2022,Belgian Grand Prix,RUS,3.155057142857143
2022,Belgian Grand Prix,STR,0.11769767441860576
2022,Belgian Grand Prix,TSU,1.759
2022,Belgian Grand Prix,VET,0.6917738095238094
2022,Belgian Grand Prix,ZHO,0.2753095238095244
2022,British Grand Prix,ALB,0.5975714285714291
2022,British Grand Prix,ALO,0.005398809523809667
2022,British Grand Prix,BOT,-2.483804761904762
2022,British Grand Prix,GAS,0.7187475468975477
2022,British Grand Prix,HAM,3.4482261904761904
2022,British Grand Prix,LAT,-0.4309333333333336
2022,British Grand Prix,LEC,1.7059761904761905
2022,British Grand Prix,MAG,2.044548917748919
2022,British Grand Prix,MSC,1.2615976134976121
2022,British Grand Prix,NOR,0.7876249084249085
2022,British Grand Prix,OCO,1.0084571428571425
2022,British Grand Prix,RIC,2.04402196969697
2022,British Grand Prix,RUS,0.9011785714285713
2022,British Grand Prix,SAI,-0.1386715367965362
2022,British Grand Prix,STR,0.027133333333333235
2022,British Grand Prix,TSU,1.3852505050505055
2022,British Grand Prix,VER,0.9890173745173738
2022,British Grand Prix,VET,4.168648809523809
2022,British Grand Prix,ZHO,0.502930952380953
2022,Canadian Grand Prix,ALB,-0.2148256410256406
2022,Canadian Grand Prix,ALO,-1.4188634920634915
2022,Canadian Grand Prix,GAS,-0.7751234254307784
2022,Canadian Grand Prix,HAM,-0.6433428571428574
2022,Canadian Grand Prix,LAT,0.29169890109890034
2022,Canadian Grand Prix,LEC,-1.947998214285714
2022,Canadian Grand Prix,MAG,0.25334558219558284
2022,Canadian Grand Prix,MSC,-0.5810101565101563
2022,Canadian Grand Prix,NOR,-0.34009834054834115
2022,Canadian Grand Prix,OCO,2.876953950216451
2022,Canadian Grand Prix,PER,3.1659109890109893
2022,Canadian Grand Prix,RIC,-0.8092606060606067
2022,Canadian Grand Prix,RUS,0.8925440476190477
2022,Canadian Grand Prix,SAI,0.6572071428571423
2022,Canadian Grand Prix,STR,0.19839560439560464
2022,Canadian Grand Prix,TSU,0.055659215784216065
2022,Canadian Grand Prix,VER,0.6151934523809521
2022,Canadian Grand Prix,VET,2.1588226190476187
2022,Canadian Grand Prix,ZHO,-0.40237873376623434
2022,Dutch Grand Prix,ALB,-0.5033124083447656
2022,Dutch Grand Prix,ALO,0.5047212252323126
2022,Dutch Grand Prix,BOT,0.27720754499307815
2022,Dutch Grand Prix,HAM,-0.9212792937399681
2022,Dutch Grand Prix,LAT,0.45813190666183057
2022,Dutch Grand Prix,LEC,0.06603061449232824
2022,Dutch Grand Prix,MAG,0.7624171597633136
2022,Dutch Grand Prix,MSC,0.5671132511556242
2022,Dutch Grand Prix,NOR,-0.030617531959301066
2022,Dutch Grand Prix,OCO,0.13537330197620123
2022,Dutch Grand Prix,PER,-0.9729682771664375
2022,Dutch Grand Prix,RIC,-0.23825000000000024
2022,Dutch Grand Prix,RUS,-0.38571946639962806
2022,Dutch Grand Prix,SAI,-0.11555647321428578
2022,Dutch Grand Prix,STR,-0.15271321339211238
2022,Dutch Grand Prix,TSU,-0.4477906976744186
2022,Dutch Grand Prix,VER,-0.4405973665973669
2022,Dutch Grand Prix,VET,0.258361621137483
2022,Dutch Grand Prix,ZHO,0.32434411721323586
2022,Emilia Romagna Grand Prix,ALB,-0.4480481283422463
2022,Emilia Romagna Grand Prix,ALO,0.36381013986013966
2022,Emilia Romagna Grand Prix,GAS,-0.0032011222910213744
2022,Emilia Romagna Grand Prix,HAM,-1.7923404761904775
2022,Emilia Romagna Grand Prix,LAT,0.07514448621553899
2022,Emilia Romagna Grand Prix,LEC,-0.794840363068304
2022,Emilia Romagna Grand Prix,MAG,1.2374625000000004
2022,Emilia Romagna Grand Prix,MSC,1.0389205294705293
2022,Emilia Romagna Grand Prix,OCO,-0.6859205128205129
2022,Emilia Romagna Grand Prix,PER,0.9909212539266722
2022,Emilia Romagna Grand Prix,RUS,0.021307142857142636
2022,Emilia Romagna Grand Prix,SAI,-3.2408594627594636
2022,Emilia Romagna Grand Prix,STR,1.612555648926237
2022,Emilia Romagna Grand Prix,TSU,0.02230726476825534
2022,Emilia Romagna Grand Prix,VER,-1.0003517175806638
2022,Emilia Romagna Grand Prix,VET,1.6174893217893223
2022,Emilia Romagna Grand Prix,ZHO,0.20152518796992552
2022,French Grand Prix,ALB,0.7491545454545441
2022,French Grand Prix,ALO,-2.42099038054968
2022,French Grand Prix,BOT,-1.1438742424242438
2022,French Grand Prix,GAS,-2.0853931598062956
2022,French Grand Prix,HAM,-4.894700000000002
2022,French Grand Prix,LAT,-2.8881090909090923
2022,French Grand Prix,LEC,-1.958375757575758
2022,French Grand Prix,MAG,-1.8527086124401908
2022,French Grand Prix,MSC,-3.03442857142857
2022,French Grand Prix,NOR,3.2876071428571416
2022,French Grand Prix,OCO,-1.4166454545454543
2022,French Grand Prix,PER,-5.291
2022,French Grand Prix,RIC,2.620541988416989
2022,French Grand Prix,RUS,-4.3599
2022,French Grand Prix,SAI,-1.291546428571428
2022,French Grand Prix,STR,-1.8106515151515132
2022,French Grand Prix,TSU,-0.9289226190476196
2022,French Grand Prix,VER,3.669178571428569
2022,French Grand Prix,VET,-1.4548489553924329
2022,French Grand Prix,ZHO,-0.7461678571428567
2022,Hungarian Grand Prix,ALB,0.317559523809524
2022,Hungarian Grand Prix,ALO,0.12638722943722935
2022,Hungarian Grand Prix,BOT,1.6763636363636356
2022,Hungarian Grand Prix,GAS,0.7912547619047613
2022,Hungarian Grand Prix,HAM,-2.4704999999999973
2022,Hungarian Grand Prix,LAT,1.3895279411764698
2022,Hungarian Grand Prix,LEC,4.262159009009008
2022,Hungarian Grand Prix,MAG,0.5254070207570222
2022,Hungarian Grand Prix,MSC,0.6361403929403936
2022,Hungarian Grand Prix,NOR,0.568216283716284
2022,Hungarian Grand Prix,OCO,1.5029928571428566
2022,Hungarian Grand Prix,PER,2.151005494505494
2022,Hungarian Grand Prix,RIC,1.6595753246753244
2022,Hungarian Grand Prix,RUS,1.4289405594405595
2022,Hungarian Grand Prix,SAI,-0.8934702380952385
2022,Hungarian Grand Prix,STR,-1.5405419913419902
2022,Hungarian Grand Prix,TSU,-0.7072888888888889
2022,Hungarian Grand Prix,VER,-0.7803512233622725
2022,Hungarian Grand Prix,VET,0.9565928571428565
2022,Hungarian Grand Prix,ZHO,1.0147000000000006
2022,Italian Grand Prix,ALB,0.5441369047619048
2022,Italian Grand Prix,ALO,2.236097794117648
2022,Italian Grand Prix,BOT,2.6988714285714295
2022,Italian Grand Prix,GAS,2.3468869047619054
2022,Italian Grand Prix,HAM,2.607595238095237
2022,Italian Grand Prix,LAT,1.2496666666666687
2022,Italian Grand Prix,LEC,4.388700000000002
2022,Italian Grand Prix,MAG,0.2699878787878782
2022,Italian Grand Prix,NOR,0.26410847485847516
2022,Italian Grand Prix,OCO,2.1753922743922742
2022,Italian Grand Prix,PER,3.85849090909091
2022,Italian Grand Prix,RIC,3.520445238095237
2022,Italian Grand Prix,RUS,0.3938809523809525
2022,Italian Grand Prix,SAI,-0.03703416149068345
2022,Italian Grand Prix,STR,2.6196613275613263
2022,Italian Grand Prix,TSU,1.0591042311661503
2022,Italian Grand Prix,VER,3.1734316176470596
2022,Italian Grand Prix,VET,1.9346690476190485
2022,Italian Grand Prix,ZHO,0.4807063492063482
2022,Japanese Grand Prix,ALB,-1.651178571428574
2022,Japanese Grand Prix,BOT,3.953940476190479
2022,Japanese Grand Prix,HAM,-2.076916666666668
2022,Japanese Grand Prix,LAT,1.8678833333333336
2022,Japanese Grand Prix,PER,0.8731818181818185
2022,Japanese Grand Prix,RUS,1.4935999999999985
2022,Japanese Grand Prix,SAI,1.3121999999999994
2022,Japanese Grand Prix,STR,-2.205936363636364
2022,Japanese Grand Prix,TSU,0.4872307692307691
2022,Japanese Grand Prix,VER,0.8814175824175824
2022,Japanese Grand Prix,VET,1.0685727272727266
2022,Japanese Grand Prix,ZHO,1.1269761904761901
2022,Mexico City Grand Prix,ALB,0.2062571428571428
2022,Mexico City Grand Prix,ALO,0.9422738095238102
2022,Mexico City Grand Prix,BOT,0.491524242424242
2022,Mexico City Grand Prix,GAS,0.51515
2022,Mexico City Grand Prix,HAM,0.3319649350649346
2022,Mexico City Grand Prix,LAT,0.3515000000000005
2022,Mexico City Grand Prix,MAG,0.7328909090909098
2022,Mexico City Grand Prix,MSC,0.5110996753246746
2022,Mexico City Grand Prix,NOR,1.2967297619047629
2022,Mexico City Grand Prix,OCO,-0.3626785714285712
2022,Mexico City Grand Prix,PER,1.1762889610389604
2022,Mexico City Grand Prix,RIC,0.9316499999999995
2022,Mexico City Grand Prix,RUS,0.9115142857142858
2022,Mexico City Grand Prix,SAI,0.4339551948051942
2022,Mexico City Grand Prix,STR,1.7006285714285725
2022,Mexico City Grand Prix,TSU,0.8784000000000011
2022,Mexico City Grand Prix,VER,0.3017000000000016
2022,Mexico City Grand Prix,VET,0.39763863636363644
2022,Mexico City Grand Prix,ZHO,0.8678795454545463
2022,Miami Grand Prix,ALB,-0.7525809523809524
2022,Miami Grand Prix,ALO,2.9231499999999992
2022,Miami Grand Prix,GAS,3.2123142857142835
2022,Miami Grand Prix,HAM,4.316857142857144
2022,Miami Grand Prix,LAT,1.0586857142857165
2022,Miami Grand Prix,LEC,4.126928571428571
2022,Miami Grand Prix,MAG,4.474370238095237
2022,Miami Grand Prix,MSC,3.131154761904762
2022,Miami Grand Prix,NOR,0.7672095238095246
2022,Miami Grand Prix,OCO,2.473639285714285
2022,Miami Grand Prix,PER,6.673214285714283
2022,Miami Grand Prix,RIC,0.8817857142857127
2022,Miami Grand Prix,RUS,7.053821428571425
2022,Miami Grand Prix,SAI,4.322714285714284
2022,Miami Grand Prix,STR,2.1177857142857133
2022,Miami Grand Prix,TSU,3.0920750000000017
2022,Miami Grand Prix,VET,3.3974821428571422
2022,Miami Grand Prix,ZHO,2.7956761904761898
2022,Monaco Grand Prix,ALB,0.6391327561327564
2022,Monaco Grand Prix,ALO,-0.42389642857142823
2022,Monaco Grand Prix,BOT,2.259966883116883
2022,Monaco Grand Prix,GAS,0.6256666666666669
2022,Monaco Grand Prix,HAM,0.48180728715728716
2022,Monaco Grand Prix,LAT,0.061586363636363196
2022,Monaco Grand Prix,LEC,1.728866666666666
2022,Monaco Grand Prix,MAG,-0.6188313131313136
2022,Monaco Grand Prix,MSC,0.15700707070707054
2022,Monaco Grand Prix,NOR,1.3677214285714288
2022,Monaco Grand Prix,OCO,-0.41949810924369757
2022,Monaco Grand Prix,PER,1.8836883116883125
2022,Monaco Grand Prix,RUS,2.557070634920635
2022,Monaco Grand Prix,SAI,1.1689000000000003
2022,Monaco Grand Prix,STR,-1.5035172161172177
2022,Monaco Grand Prix,TSU,2.0898228021978014
2022,Monaco Grand Prix,VER,2.488948809523809
2022,Monaco Grand Prix,VET,1.6884230769230772
2022,Monaco Grand Prix,ZHO,-0.9189579365079364
2022,Saudi Arabian Grand Prix,ALB,0.6380103174603172
2022,Saudi Arabian Grand Prix,ALO,1.0754125541125534
2022,Saudi Arabian Grand Prix,BOT,1.6247428571428562
2022,Saudi Arabian Grand Prix,GAS,-0.02834603174603173
2022,Saudi Arabian Grand Prix,HAM,3.5963741258741244
2022,Saudi Arabian Grand Prix,HUL,0.2514500000000008
2022,Saudi Arabian Grand Prix,LAT,2.1327264438403994
2022,Saudi Arabian Grand Prix,LEC,0.19779999999999984
2022,Saudi Arabian Grand Prix,MAG,-0.9455952380952386
2022,Saudi Arabian Grand Prix,MSC,2.8825841269841272
2022,Saudi Arabian Grand Prix,NOR,1.846709090909091
2022,Saudi Arabian Grand Prix,OCO,2.180815476190476
2022,Saudi Arabian Grand Prix,PER,2.0280450836393302
2022,Saudi Arabian Grand Prix,RIC,0.4682035714285716
2022,Saudi Arabian Grand Prix,RUS,2.497145238095238
2022,Saudi Arabian Grand Prix,SAI,3.7971428571428536
2022,Saudi Arabian Grand Prix,STR,1.4473272727272732
2022,Saudi Arabian Grand Prix,TSU,-0.03154047619047626
2022,Saudi Arabian Grand Prix,VER,0.5625434108527128
2022,Saudi Arabian Grand Prix,ZHO,1.9167074675324687
2022,Singapore Grand Prix,ALB,2.2597863636363638
2022,Singapore Grand Prix,ALO,2.4544976190476206
2022,Singapore Grand Prix,BOT,0.9841535714285722
2022,Singapore Grand Prix,GAS,5.6445714285714255
2022,Singapore Grand Prix,HAM,0.45938925802879527
2022,Singapore Grand Prix,LAT,1.034640476190477
2022,Singapore Grand Prix,MAG,1.4580166666666665
2022,Singapore Grand Prix,MSC,3.3504696969696983
2022,Singapore Grand Prix,OCO,2.8867166666666675
2022,Singapore Grand Prix,RIC,2.0265000000000013
2022,Singapore Grand Prix,RUS,-0.7402690476190479
2022,Singapore Grand Prix,SAI,4.052714285714284
2022,Singapore Grand Prix,STR,2.6332142857142866
2022,Singapore Grand Prix,TSU,-0.09205147058823612
2022,Singapore Grand Prix,VET,2.026208730158731
2022,Singapore Grand Prix,ZHO,0.9726095238095236
2022,Spanish Grand Prix,ALB,0.6906012210012218
2022,Spanish Grand Prix,ALO,2.474879120879122
2022,Spanish Grand Prix,GAS,2.2750345238095244
2022,Spanish Grand Prix,HAM,3.1831318181818187
2022,Spanish Grand Prix,LAT,2.414195104895105
2022,Spanish Grand Prix,LEC,0.19724125874125903
2022,Spanish Grand Prix,MAG,-0.5974142857142856
2022,Spanish Grand Prix,MSC,1.8945891774891777
2022,Spanish Grand Prix,OCO,1.433338461538461
2022,Spanish Grand Prix,PER,2.6959269230769234
2022,Spanish Grand Prix,RIC,2.722397619047619
2022,Spanish Grand Prix,RUS,2.712578571428572
2022,Spanish Grand Prix,SAI,2.6947830447330463
2022,Spanish Grand Prix,STR,1.3567468253968258
2022,Spanish Grand Prix,TSU,1.8981321428571436
2022,Spanish Grand Prix,VER,-0.24831071428571405
2022,Spanish Grand Prix,VET,1.8256908369408382
2022,Spanish Grand Prix,ZHO,-0.6552578088578092
2022,São Paulo Grand Prix,ALO,0.5041790358248559
2022,São Paulo Grand Prix,BOT,-1.0528665223665223
2022,São Paulo Grand Prix,GAS,0.2812101898101898
2022,São Paulo Grand Prix,HAM,0.24033596491228126
2022,São Paulo Grand Prix,LAT,-0.5063589795008918
2022,São Paulo Grand Prix,LEC,-0.06247077922077915
2022,São Paulo Grand Prix,MAG,0.9846738261093908
2022,São Paulo Grand Prix,MSC,0.6107947368421053
2022,São Paulo Grand Prix,NOR,0.13934558823529403
2022,São Paulo Grand Prix,OCO,0.493567857142857
2022,São Paulo Grand Prix,PER,-0.40981223250433796
2022,São Paulo Grand Prix,RIC,1.768199494949495
2022,São Paulo Grand Prix,RUS,0.08476542207792245
2022,São Paulo Grand Prix,SAI,-1.372719665138783
2022,São Paulo Grand Prix,SAR,0.39516208791208784
2022,São Paulo Grand Prix,STR,0.5628795985060687
2022,São Paulo Grand Prix,TSU,0.2146384615384615
2022,São Paulo Grand Prix,VER,-0.8774142857142849
2022,São Paulo Grand Prix,VET,0.4650616578210234
2022,São Paulo Grand Prix,ZHO,0.29253982683982677
2022,United States Grand Prix,ALB,0.1306785714285701
2022,United States Grand Prix,ALO,0.2863035714285711
2022,United States Grand Prix,BOT,-0.18990178571428634
2022,United States Grand Prix,GAS,0.4774107142857149
2022,United States Grand Prix,HAM,0.5189464285714287
2022,United States Grand Prix,LAT,2.392589285714285
2022,United States Grand Prix,LEC,0.18319999999999945
2022,United States Grand Prix,MAG,1.9472499999999993
2022,United States Grand Prix,MSC,1.694232142857142
2022,United States Grand Prix,NOR,1.0497499999999995
2022,United States Grand Prix,OCO,0.245142857142857
2022,United States Grand Prix,PER,0.2742321428571428
2022,United States Grand Prix,RIC,-0.5139166666666676
2022,United States Grand Prix,RUS,1.3332321428571425
2022,United States Grand Prix,SAI,0.24773214285714235
2022,United States Grand Prix,STR,0.7428035714285712
2022,United States Grand Prix,TSU,0.4885535714285715
2022,United States Grand Prix,VER,0.4738928571428562
2022,United States Grand Prix,VET,0.6307321428571422
2022,United States Grand Prix,ZHO,0.42449999999999977
