season,race,driver,lap_number,lap_time,compound,stint,tyre_life
2024,Abu Dhabi Grand Prix,BOT,24,124.522,MEDIUM,5,17
2024,Abu Dhabi Grand Prix,COL,2,85.576,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,COL,3,124.227,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,COL,4,85.351,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,COL,5,146.356,MEDIUM,1,5
2024,Abu Dhabi Grand Prix,COL,6,85.265,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,COL,7,101.001,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,COL,9,95.162,SOFT,2,2
2024,Abu Dhabi Grand Prix,COL,10,127.546,SOFT,2,3
2024,Abu Dhabi Grand Prix,DOO,2,86.434,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,DOO,3,144.745,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,DOO,4,145.267,MEDIUM,2,4
2024,Abu Dhabi Grand Prix,DOO,5,87.274,MEDIUM,2,5
2024,Abu Dhabi Grand Prix,DOO,6,138.502,MEDIUM,2,6
2024,Abu Dhabi Grand Prix,DOO,7,147.708,MEDIUM,2,7
2024,Abu Dhabi Grand Prix,DOO,8,86.764,MEDIUM,2,8
2024,Abu Dhabi Grand Prix,DOO,9,124.517,MEDIUM,2,9
2024,Abu Dhabi Grand Prix,DOO,11,84.961,SOFT,3,2
2024,Abu Dhabi Grand Prix,DOO,12,144.219,SOFT,3,3
2024,Abu Dhabi Grand Prix,DOO,13,133.344,SOFT,3,4
2024,Abu Dhabi Grand Prix,DOO,14,86.266,SOFT,3,5
2024,Abu Dhabi Grand Prix,DOO,15,127.123,SOFT,3,6
2024,Abu Dhabi Grand Prix,DOO,17,91.944,MEDIUM,4,11
2024,Abu Dhabi Grand Prix,DOO,18,90.338,MEDIUM,4,12
2024,Abu Dhabi Grand Prix,DOO,19,90.301,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,DOO,20,90.69,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,DOO,21,90.466,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,DOO,22,90.483,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,DOO,23,92.889,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,DOO,24,113.194,SOFT,5,1
2024,Abu Dhabi Grand Prix,DOO,25,89.203,SOFT,5,2
2024,Abu Dhabi Grand Prix,DOO,26,149.173,SOFT,5,3
2024,Abu Dhabi Grand Prix,DOO,27,117.927,SOFT,5,4
2024,Abu Dhabi Grand Prix,GAS,2,85.75,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,GAS,5,85.465,MEDIUM,2,5
2024,Abu Dhabi Grand Prix,GAS,7,133.567,MEDIUM,2,7
2024,Abu Dhabi Grand Prix,GAS,8,85.398,MEDIUM,2,8
2024,Abu Dhabi Grand Prix,GAS,9,119.874,MEDIUM,2,9
2024,Abu Dhabi Grand Prix,GAS,11,84.517,SOFT,3,2
2024,Abu Dhabi Grand Prix,GAS,13,140.072,SOFT,3,4
2024,Abu Dhabi Grand Prix,GAS,14,85.045,SOFT,3,5
2024,Abu Dhabi Grand Prix,GAS,15,110.937,SOFT,3,6
2024,Abu Dhabi Grand Prix,GAS,17,90.351,MEDIUM,4,11
2024,Abu Dhabi Grand Prix,GAS,18,90.569,MEDIUM,4,12
2024,Abu Dhabi Grand Prix,GAS,19,90.186,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,GAS,20,90.068,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,GAS,21,90.169,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,GAS,22,90.231,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,GAS,23,90.325,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,GAS,24,90.517,MEDIUM,4,18
2024,Abu Dhabi Grand Prix,GAS,25,90.456,MEDIUM,4,19
2024,Abu Dhabi Grand Prix,GAS,26,132.732,MEDIUM,4,20
2024,Abu Dhabi Grand Prix,GAS,27,123.045,MEDIUM,4,21
2024,Abu Dhabi Grand Prix,HAM,2,85.331,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,HAM,4,149.458,MEDIUM,2,1
2024,Abu Dhabi Grand Prix,HAM,5,85.521,MEDIUM,2,2
2024,Abu Dhabi Grand Prix,HAM,7,117.206,MEDIUM,2,4
2024,Abu Dhabi Grand Prix,HAM,8,85.293,MEDIUM,2,5
2024,Abu Dhabi Grand Prix,HAM,9,137.946,MEDIUM,2,6
2024,Abu Dhabi Grand Prix,HAM,10,136.364,MEDIUM,2,7
2024,Abu Dhabi Grand Prix,HAM,11,91.079,MEDIUM,2,8
2024,Abu Dhabi Grand Prix,HAM,13,84.119,SOFT,3,2
2024,Abu Dhabi Grand Prix,HAM,15,149.949,SOFT,4,1
2024,Abu Dhabi Grand Prix,HAM,16,84.126,SOFT,4,2
2024,Abu Dhabi Grand Prix,HAM,17,94.423,SOFT,4,3
2024,Abu Dhabi Grand Prix,HAM,19,89.812,MEDIUM,5,13
2024,Abu Dhabi Grand Prix,HAM,20,89.424,MEDIUM,5,14
2024,Abu Dhabi Grand Prix,HAM,21,89.063,MEDIUM,5,15
2024,Abu Dhabi Grand Prix,HAM,22,92.284,MEDIUM,5,16
2024,Abu Dhabi Grand Prix,HAM,23,89.279,MEDIUM,5,17
2024,Abu Dhabi Grand Prix,HAM,24,89.691,MEDIUM,5,18
2024,Abu Dhabi Grand Prix,HAM,25,89.71,MEDIUM,5,19
2024,Abu Dhabi Grand Prix,HAM,26,89.555,MEDIUM,5,20
2024,Abu Dhabi Grand Prix,HAM,27,143.213,MEDIUM,5,21
2024,Abu Dhabi Grand Prix,HUL,2,85.695,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,HUL,4,85.677,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,HUL,5,119.57,MEDIUM,1,5
2024,Abu Dhabi Grand Prix,HUL,7,85.568,MEDIUM,2,7
2024,Abu Dhabi Grand Prix,HUL,8,121.288,MEDIUM,2,8
2024,Abu Dhabi Grand Prix,HUL,9,126.871,MEDIUM,2,9
2024,Abu Dhabi Grand Prix,HUL,10,85.417,MEDIUM,2,10
2024,Abu Dhabi Grand Prix,HUL,11,94.279,MEDIUM,2,11
2024,Abu Dhabi Grand Prix,HUL,13,83.979,SOFT,3,2
2024,Abu Dhabi Grand Prix,HUL,14,134.942,SOFT,3,3
2024,Abu Dhabi Grand Prix,HUL,15,135.138,SOFT,4,1
2024,Abu Dhabi Grand Prix,HUL,16,84.068,SOFT,4,2
2024,Abu Dhabi Grand Prix,HUL,17,95.813,SOFT,4,3
2024,Abu Dhabi Grand Prix,HUL,19,88.926,SOFT,5,2
2024,Abu Dhabi Grand Prix,HUL,20,88.796,SOFT,5,3
2024,Abu Dhabi Grand Prix,HUL,21,88.703,SOFT,5,4
2024,Abu Dhabi Grand Prix,HUL,22,88.166,SOFT,5,5
2024,Abu Dhabi Grand Prix,HUL,23,88.452,SOFT,5,6
2024,Abu Dhabi Grand Prix,HUL,24,88.555,SOFT,5,7
2024,Abu Dhabi Grand Prix,HUL,25,88.834,SOFT,5,8
2024,Abu Dhabi Grand Prix,HUL,26,88.968,SOFT,5,9
2024,Abu Dhabi Grand Prix,HUL,27,139.021,SOFT,5,10
2024,Abu Dhabi Grand Prix,HUL,28,122.005,SOFT,5,11
2024,Abu Dhabi Grand Prix,LAW,2,85.537,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,LAW,3,141.247,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,LAW,4,127.331,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,LAW,5,85.447,MEDIUM,1,5
2024,Abu Dhabi Grand Prix,LAW,6,145.316,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,LAW,7,137.289,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,LAW,8,85.457,MEDIUM,1,8
2024,Abu Dhabi Grand Prix,LAW,9,105.246,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,LAW,11,84.503,SOFT,2,2
2024,Abu Dhabi Grand Prix,LAW,12,110.716,SOFT,2,3
2024,Abu Dhabi Grand Prix,LAW,14,84.628,SOFT,3,5
2024,Abu Dhabi Grand Prix,LAW,15,103.018,SOFT,3,6
2024,Abu Dhabi Grand Prix,LAW,17,90.512,MEDIUM,4,2
2024,Abu Dhabi Grand Prix,LAW,18,90.325,MEDIUM,4,3
2024,Abu Dhabi Grand Prix,LAW,19,90.235,MEDIUM,4,4
2024,Abu Dhabi Grand Prix,LAW,20,89.972,MEDIUM,4,5
2024,Abu Dhabi Grand Prix,LAW,21,89.972,MEDIUM,4,6
2024,Abu Dhabi Grand Prix,LAW,22,90.116,MEDIUM,4,7
2024,Abu Dhabi Grand Prix,LAW,23,90.777,MEDIUM,4,8
2024,Abu Dhabi Grand Prix,LAW,24,139.302,MEDIUM,4,9
2024,Abu Dhabi Grand Prix,LAW,25,121.374,MEDIUM,4,10
2024,Abu Dhabi Grand Prix,LEC,2,85.438,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,LEC,4,84.744,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,LEC,6,133.403,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,LEC,7,84.54,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,LEC,9,86.969,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,LEC,10,116.308,MEDIUM,1,10
2024,Abu Dhabi Grand Prix,LEC,12,106.991,SOFT,2,2
2024,Abu Dhabi Grand Prix,LEC,13,148.177,SOFT,2,3
2024,Abu Dhabi Grand Prix,LEC,14,84.201,SOFT,2,4
2024,Abu Dhabi Grand Prix,LEC,15,110.514,SOFT,2,5
2024,Abu Dhabi Grand Prix,LEC,17,90.068,MEDIUM,3,12
2024,Abu Dhabi Grand Prix,LEC,18,89.85,MEDIUM,3,13
2024,Abu Dhabi Grand Prix,LEC,19,90.276,MEDIUM,3,14
2024,Abu Dhabi Grand Prix,LEC,20,95.351,MEDIUM,3,15
2024,Abu Dhabi Grand Prix,LEC,21,89.658,MEDIUM,3,16
2024,Abu Dhabi Grand Prix,LEC,22,89.845,MEDIUM,3,17
2024,Abu Dhabi Grand Prix,LEC,23,90.147,MEDIUM,3,18
2024,Abu Dhabi Grand Prix,LEC,24,90.104,MEDIUM,3,19
2024,Abu Dhabi Grand Prix,LEC,25,94.732,MEDIUM,3,20
2024,Abu Dhabi Grand Prix,LEC,26,89.765,MEDIUM,3,21
2024,Abu Dhabi Grand Prix,LEC,27,137.784,MEDIUM,3,22
2024,Abu Dhabi Grand Prix,LEC,28,129.208,MEDIUM,3,23
2024,Abu Dhabi Grand Prix,MAG,2,86.271,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,MAG,4,85.561,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,MAG,6,85.632,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,MAG,7,115.699,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,MAG,9,84.235,SOFT,2,2
2024,Abu Dhabi Grand Prix,MAG,12,84.574,SOFT,3,5
2024,Abu Dhabi Grand Prix,MAG,13,105.416,SOFT,3,6
2024,Abu Dhabi Grand Prix,MAG,15,90.258,MEDIUM,4,9
2024,Abu Dhabi Grand Prix,MAG,16,90.877,MEDIUM,4,10
2024,Abu Dhabi Grand Prix,MAG,17,90.145,MEDIUM,4,11
2024,Abu Dhabi Grand Prix,MAG,18,90.303,MEDIUM,4,12
2024,Abu Dhabi Grand Prix,MAG,19,90.061,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,MAG,20,90.735,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,MAG,21,90.712,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,MAG,22,90.794,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,MAG,23,90.664,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,MAG,24,119.032,MEDIUM,4,18
2024,Abu Dhabi Grand Prix,MAG,25,131.261,MEDIUM,4,19
2024,Abu Dhabi Grand Prix,NOR,2,85.02,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,NOR,3,136.397,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,NOR,4,84.332,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,NOR,5,145.033,MEDIUM,1,5
2024,Abu Dhabi Grand Prix,NOR,6,122.444,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,NOR,7,84.501,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,NOR,8,102.471,MEDIUM,1,8
2024,Abu Dhabi Grand Prix,NOR,10,83.517,SOFT,2,2
2024,Abu Dhabi Grand Prix,NOR,11,142.41,SOFT,2,3
2024,Abu Dhabi Grand Prix,NOR,13,90.295,SOFT,3,5
2024,Abu Dhabi Grand Prix,NOR,15,90.039,MEDIUM,4,10
2024,Abu Dhabi Grand Prix,NOR,16,89.713,MEDIUM,4,11
2024,Abu Dhabi Grand Prix,NOR,17,89.795,MEDIUM,4,12
2024,Abu Dhabi Grand Prix,NOR,18,89.604,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,NOR,19,89.537,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,NOR,20,89.347,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,NOR,21,89.758,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,NOR,22,91.484,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,NOR,23,108.448,SOFT,5,1
2024,Abu Dhabi Grand Prix,NOR,24,118.104,SOFT,5,2
2024,Abu Dhabi Grand Prix,NOR,25,144.78,SOFT,5,3
2024,Abu Dhabi Grand Prix,PER,2,111.495,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,PER,3,85.6,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,PER,4,138.591,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,PER,5,137.302,MEDIUM,2,1
2024,Abu Dhabi Grand Prix,PER,6,85.381,MEDIUM,2,2
2024,Abu Dhabi Grand Prix,PER,7,131.28,MEDIUM,2,3
2024,Abu Dhabi Grand Prix,PER,8,123.0,MEDIUM,2,4
2024,Abu Dhabi Grand Prix,PER,9,115.745,MEDIUM,2,5
2024,Abu Dhabi Grand Prix,PER,11,84.765,SOFT,3,2
2024,Abu Dhabi Grand Prix,PER,12,144.841,SOFT,3,3
2024,Abu Dhabi Grand Prix,PER,13,143.71,SOFT,4,4
2024,Abu Dhabi Grand Prix,PER,14,84.555,SOFT,4,5
2024,Abu Dhabi Grand Prix,PER,15,134.23,SOFT,4,6
2024,Abu Dhabi Grand Prix,PER,17,89.696,MEDIUM,5,11
2024,Abu Dhabi Grand Prix,PER,18,89.565,MEDIUM,5,12
2024,Abu Dhabi Grand Prix,PER,19,93.366,MEDIUM,5,13
2024,Abu Dhabi Grand Prix,PER,20,89.113,MEDIUM,5,14
2024,Abu Dhabi Grand Prix,PER,21,89.95,MEDIUM,5,15
2024,Abu Dhabi Grand Prix,PER,22,89.824,MEDIUM,5,16
2024,Abu Dhabi Grand Prix,PER,23,89.916,MEDIUM,5,17
2024,Abu Dhabi Grand Prix,PER,24,90.02,MEDIUM,5,18
2024,Abu Dhabi Grand Prix,PER,25,90.166,MEDIUM,5,19
2024,Abu Dhabi Grand Prix,PER,26,130.669,MEDIUM,5,20
2024,Abu Dhabi Grand Prix,PER,27,122.025,MEDIUM,5,21
2024,Abu Dhabi Grand Prix,PIA,2,85.617,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,PIA,3,140.043,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,PIA,4,84.932,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,PIA,5,148.727,MEDIUM,1,5
2024,Abu Dhabi Grand Prix,PIA,6,85.472,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,PIA,8,128.588,MEDIUM,1,8
2024,Abu Dhabi Grand Prix,PIA,9,84.798,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,PIA,10,108.425,MEDIUM,1,10
2024,Abu Dhabi Grand Prix,PIA,12,83.751,SOFT,2,2
2024,Abu Dhabi Grand Prix,PIA,13,124.217,SOFT,2,3
2024,Abu Dhabi Grand Prix,PIA,15,84.579,SOFT,3,5
2024,Abu Dhabi Grand Prix,PIA,16,113.789,SOFT,3,6
2024,Abu Dhabi Grand Prix,PIA,18,90.464,MEDIUM,4,12
2024,Abu Dhabi Grand Prix,PIA,19,89.22,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,PIA,20,89.221,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,PIA,21,89.512,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,PIA,22,89.058,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,PIA,23,89.212,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,PIA,24,90.876,MEDIUM,4,18
2024,Abu Dhabi Grand Prix,PIA,25,91.821,MEDIUM,4,19
2024,Abu Dhabi Grand Prix,PIA,26,108.218,SOFT,5,1
2024,Abu Dhabi Grand Prix,PIA,27,108.944,SOFT,5,2
2024,Abu Dhabi Grand Prix,PIA,28,127.461,SOFT,5,3
2024,Abu Dhabi Grand Prix,RUS,2,85.798,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,RUS,4,121.255,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,RUS,5,85.263,MEDIUM,1,5
2024,Abu Dhabi Grand Prix,RUS,7,85.395,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,RUS,9,135.685,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,RUS,10,92.052,MEDIUM,1,10
2024,Abu Dhabi Grand Prix,RUS,12,84.534,SOFT,2,2
2024,Abu Dhabi Grand Prix,RUS,13,125.386,SOFT,2,3
2024,Abu Dhabi Grand Prix,RUS,15,90.279,MEDIUM,3,2
2024,Abu Dhabi Grand Prix,RUS,16,89.935,MEDIUM,3,3
2024,Abu Dhabi Grand Prix,RUS,17,90.014,MEDIUM,3,4
2024,Abu Dhabi Grand Prix,RUS,18,89.736,MEDIUM,3,5
2024,Abu Dhabi Grand Prix,RUS,19,90.187,MEDIUM,3,6
2024,Abu Dhabi Grand Prix,RUS,20,89.8,MEDIUM,3,7
2024,Abu Dhabi Grand Prix,RUS,21,89.89,MEDIUM,3,8
2024,Abu Dhabi Grand Prix,RUS,22,89.995,MEDIUM,3,9
2024,Abu Dhabi Grand Prix,RUS,24,100.122,MEDIUM,3,11
2024,Abu Dhabi Grand Prix,SAI,2,85.973,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,SAI,4,84.57,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,SAI,6,126.277,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,SAI,7,84.831,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,SAI,9,84.786,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,SAI,10,105.626,MEDIUM,1,10
2024,Abu Dhabi Grand Prix,SAI,12,84.099,SOFT,2,2
2024,Abu Dhabi Grand Prix,SAI,15,84.505,SOFT,3,5
2024,Abu Dhabi Grand Prix,SAI,16,110.47,SOFT,3,6
2024,Abu Dhabi Grand Prix,SAI,18,89.734,MEDIUM,4,12
2024,Abu Dhabi Grand Prix,SAI,19,94.863,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,SAI,20,90.036,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,SAI,21,90.023,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,SAI,22,90.864,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,SAI,23,90.196,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,SAI,24,90.971,MEDIUM,4,18
2024,Abu Dhabi Grand Prix,SAI,25,89.669,MEDIUM,4,19
2024,Abu Dhabi Grand Prix,SAI,26,89.478,MEDIUM,4,20
2024,Abu Dhabi Grand Prix,SAI,27,144.274,MEDIUM,4,21
2024,Abu Dhabi Grand Prix,SAI,28,121.159,MEDIUM,4,22
2024,Abu Dhabi Grand Prix,STR,2,86.822,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,STR,3,133.312,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,STR,4,86.192,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,STR,6,147.728,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,STR,7,138.484,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,STR,8,86.022,MEDIUM,1,8
2024,Abu Dhabi Grand Prix,STR,9,145.711,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,STR,10,85.642,MEDIUM,1,10
2024,Abu Dhabi Grand Prix,STR,11,101.76,MEDIUM,1,11
2024,Abu Dhabi Grand Prix,STR,13,84.686,SOFT,2,2
2024,Abu Dhabi Grand Prix,STR,15,145.508,SOFT,3,4
2024,Abu Dhabi Grand Prix,STR,16,84.798,SOFT,3,5
2024,Abu Dhabi Grand Prix,STR,17,104.767,SOFT,3,6
2024,Abu Dhabi Grand Prix,STR,19,90.386,MEDIUM,4,13
2024,Abu Dhabi Grand Prix,STR,20,90.148,MEDIUM,4,14
2024,Abu Dhabi Grand Prix,STR,21,90.676,MEDIUM,4,15
2024,Abu Dhabi Grand Prix,STR,22,90.775,MEDIUM,4,16
2024,Abu Dhabi Grand Prix,STR,23,90.633,MEDIUM,4,17
2024,Abu Dhabi Grand Prix,STR,24,90.775,MEDIUM,4,18
2024,Abu Dhabi Grand Prix,STR,25,91.063,MEDIUM,4,19
2024,Abu Dhabi Grand Prix,STR,26,90.794,MEDIUM,4,20
2024,Abu Dhabi Grand Prix,STR,27,91.033,MEDIUM,4,21
2024,Abu Dhabi Grand Prix,STR,28,129.231,MEDIUM,4,22
2024,Abu Dhabi Grand Prix,STR,29,133.97,MEDIUM,4,23
2024,Abu Dhabi Grand Prix,TSU,2,86.308,MEDIUM,1,2
2024,Abu Dhabi Grand Prix,TSU,3,141.323,MEDIUM,1,3
2024,Abu Dhabi Grand Prix,TSU,4,85.587,MEDIUM,1,4
2024,Abu Dhabi Grand Prix,TSU,6,141.41,MEDIUM,1,6
2024,Abu Dhabi Grand Prix,TSU,7,85.476,MEDIUM,1,7
2024,Abu Dhabi Grand Prix,TSU,8,149.406,MEDIUM,1,8
2024,Abu Dhabi Grand Prix,TSU,9,128.676,MEDIUM,1,9
2024,Abu Dhabi Grand Prix,TSU,10,85.155,MEDIUM,1,10
2024,Abu Dhabi Grand Prix,TSU,11,105.714,MEDIUM,1,11
2024,Abu Dhabi Grand Prix,TSU,13,136.183,SOFT,2,2
2024,Abu Dhabi Grand Prix,TSU,14,84.497,SOFT,2,3
2024,Abu Dhabi Grand Prix,TSU,15,147.123,SOFT,2,4
2024,Abu Dhabi Grand Prix,TSU,17,84.555,SOFT,3,6
2024,Abu Dhabi Grand Prix,TSU,18,101.973,SOFT,3,7
2024,Abu Dhabi Grand Prix,TSU,20,90.559,MEDIUM,4,2
2024,Abu Dhabi Grand Prix,TSU,21,90.101,MEDIUM,4,3
2024,Abu Dhabi Grand Prix,TSU,22,90.271,MEDIUM,4,4
2024,Abu Dhabi Grand Prix,TSU,23,89.964,MEDIUM,4,5
2024,Abu Dhabi Grand Prix,TSU,24,90.195,MEDIUM,4,6
2024,Abu Dhabi Grand Prix,TSU,25,90.673,MEDIUM,4,7
2024,Abu Dhabi Grand Prix,TSU,26,91.711,MEDIUM,4,8
2024,Abu Dhabi Grand Prix,TSU,27,121.287,MEDIUM,4,9
2024,Abu Dhabi Grand Prix,TSU,28,143.456,MEDIUM,4,10
