season,race,driver,fp2_mean_lap,fp2_std_lap,fp2_best_lap,fp2_laps_count
2023,Abu Dhabi Grand Prix,ALB,103.5016,23.027675665226337,86.081,15
2023,Abu Dhabi Grand Prix,ALO,109.029,25.4994990800473,85.397,13
2023,Abu Dhabi Grand Prix,BOT,100.25636363636363,20.548479828312004,85.024,11
2023,Abu Dhabi Grand Prix,GAS,101.18688888888889,21.716158456575855,85.321,9
2023,Abu Dhabi Grand Prix,HAM,106.4132,20.806906448474162,85.315,10
2023,Abu Dhabi Grand Prix,HUL,102.7265,22.03274019499163,87.147,2
2023,Abu Dhabi Grand Prix,LEC,103.24000000000001,19.953158059451507,84.809,12
2023,Abu Dhabi Grand Prix,MAG,97.61966666666666,11.151161499497661,86.413,12
2023,Abu Dhabi Grand Prix,NOR,101.82284615384614,18.826465612917335,84.852,13
2023,Abu Dhabi Grand Prix,OCO,107.9326923076923,20.707340765151443,85.566,13
2023,Abu Dhabi Grand Prix,PER,110.46945454545454,25.675408426600097,85.112,11
2023,Abu Dhabi Grand Prix,PIA,95.88630769230768,14.063353881540346,85.361,13
2023,Abu Dhabi Grand Prix,RIC,96.37327272727272,12.973061335636316,85.467,11
2023,Abu Dhabi Grand Prix,RUS,102.43907692307693,22.830589919599603,85.122,13
2023,Abu Dhabi Grand Prix,SAI,86.707,,86.707,1
2023,Abu Dhabi Grand Prix,SAR,97.79225000000001,17.857919985388712,86.659,12
2023,Abu Dhabi Grand Prix,STR,106.02116666666666,21.338555352112092,85.492,12
2023,Abu Dhabi Grand Prix,TSU,95.75933333333334,12.740101150828172,85.669,12
2023,Abu Dhabi Grand Prix,VER,105.41810000000001,25.444998550031613,84.982,10
2023,Abu Dhabi Grand Prix,ZHO,113.8096153846154,23.573544329532,85.223,13
2023,Australian Grand Prix,ALB,95.00874999999999,8.043760401702674,81.182,16
2023,Australian Grand Prix,ALO,105.71111111111112,18.551700942531152,78.887,9
2023,Australian Grand Prix,BOT,97.43757894736841,14.445616391278586,80.312,19
2023,Australian Grand Prix,DEV,94.69514285714286,16.61956189182466,80.6,7
2023,Australian Grand Prix,GAS,94.71000000000001,22.929426101264145,80.206,7
2023,Australian Grand Prix,HAM,96.471,17.365524840902452,80.323,13
2023,Australian Grand Prix,HUL,102.080125,18.612337305758597,80.194,16
2023,Australian Grand Prix,LEC,99.495,21.36958310309305,79.332,7
2023,Australian Grand Prix,MAG,105.01042857142856,19.988093662571632,81.266,14
2023,Australian Grand Prix,NOR,103.1408125,20.248068198287456,80.176,16
2023,Australian Grand Prix,OCO,93.18388888888889,14.10685173456896,79.725,9
2023,Australian Grand Prix,PER,107.68763636363637,18.299656479140406,80.083,11
2023,Australian Grand Prix,PIA,96.34155,11.280800725009218,80.38,20
2023,Australian Grand Prix,RUS,90.87046666666667,9.485948607332448,79.672,15
2023,Australian Grand Prix,SAI,97.26075,13.245422818576127,79.695,8
2023,Australian Grand Prix,STR,104.44036363636364,21.73646456198765,80.579,11
2023,Australian Grand Prix,TSU,94.14540000000001,10.318898818603245,80.22,15
2023,Australian Grand Prix,VER,111.68066666666667,25.507879782529955,79.502,9
2023,Australian Grand Prix,ZHO,97.84957894736843,13.922355389467803,80.47,19
2023,Bahrain Grand Prix,ALB,106.09064000000001,16.805954185149183,92.44,25
2023,Bahrain Grand Prix,ALO,106.2705,16.776271873577585,90.907,22
2023,Bahrain Grand Prix,BOT,109.04595833333333,17.08829488651876,91.793,24
2023,Bahrain Grand Prix,DEV,108.125,15.813782744670933,92.605,24
2023,Bahrain Grand Prix,GAS,108.32009523809522,17.565217746742455,91.475,21
2023,Bahrain Grand Prix,HAM,103.8670909090909,12.808272579373554,91.543,22
2023,Bahrain Grand Prix,HUL,106.31209090909091,15.998655440258219,91.376,22
2023,Bahrain Grand Prix,LEC,103.32575,13.612015833059907,91.367,20
2023,Bahrain Grand Prix,MAG,111.83542857142857,19.528040473259846,92.11,14
2023,Bahrain Grand Prix,NOR,105.1743043478261,14.570425034153581,91.57,23
2023,Bahrain Grand Prix,OCO,109.51599999999999,18.72023349467731,91.608,22
2023,Bahrain Grand Prix,PER,102.17390476190477,11.862060166365545,91.078,21
2023,Bahrain Grand Prix,PIA,108.57970833333333,18.291979459954728,92.024,24
2023,Bahrain Grand Prix,RUS,109.2495,19.151867962482953,91.882,22
2023,Bahrain Grand Prix,SAI,106.66654166666666,17.70561386772486,91.956,24
2023,Bahrain Grand Prix,SAR,106.46346153846154,14.928799483497043,92.749,26
2023,Bahrain Grand Prix,STR,106.56439130434782,16.894707177475677,91.45,23
2023,Bahrain Grand Prix,TSU,109.70441666666666,16.926260291955064,92.525,24
2023,Bahrain Grand Prix,VER,101.30766666666666,12.018252618413376,91.076,18
2023,Bahrain Grand Prix,ZHO,110.08318181818181,18.92179581137247,91.586,22
2023,British Grand Prix,ALB,106.85462962962963,19.51537126738059,88.296,27
2023,British Grand Prix,ALO,103.38504761904761,16.685735870725598,89.134,21
2023,British Grand Prix,BOT,107.63116666666667,20.639867588188906,89.378,24
2023,British Grand Prix,DEV,102.1848,16.11383979948086,89.571,25
2023,British Grand Prix,GAS,103.90547826086957,19.257360323380407,88.889,23
2023,British Grand Prix,HAM,103.2809,18.814325770539853,89.283,20
2023,British Grand Prix,HUL,100.46508,14.223240760928338,88.88,25
2023,British Grand Prix,MAG,104.95585714285714,19.799275304753124,89.439,14
2023,British Grand Prix,NOR,102.7035,18.019844460161725,89.26,20
2023,British Grand Prix,OCO,105.41242105263159,19.515991355568982,89.242,19
2023,British Grand Prix,PER,98.60288,11.883865046496169,88.342,25
2023,British Grand Prix,PIA,104.17630769230769,18.79859366818535,88.926,26
2023,British Grand Prix,RUS,104.73585,19.343229002404787,89.238,20
2023,British Grand Prix,SAI,101.91516666666666,16.683817487943656,88.1,24
2023,British Grand Prix,SAR,105.16265384615384,19.258338383032548,88.766,26
2023,British Grand Prix,STR,102.656,17.31068669703998,88.866,27
2023,British Grand Prix,TSU,103.38814285714285,16.900279563621766,89.483,21
2023,British Grand Prix,VER,100.51791304347826,14.485170347361986,88.078,23
