season,race,driver,fp2_mean_lap,fp2_std_lap,fp2_best_lap,fp2_laps_count,best_quali_lap,best_quali_lap_number,best_quali_compound,fp2_deg_slope,position,win,dnf
2023,Australian Grand Prix,MAG,105.01042857142856,19.988093662571632,81.266,14,78.129,17,SOFT,-2.133116666666667,12,0,1
2023,Australian Grand Prix,NOR,103.1408125,20.248068198287456,80.176,16,78.119,23,SOFT,-5.468871428571429,7,0,1
2023,Australian Grand Prix,OCO,93.18388888888887,14.10685173456896,79.725,9,77.768,15,SOFT,-2.4586785714285706,10,0,1
2023,Australian Grand Prix,PER,107.68763636363636,18.29965647914041,80.083,11,100.187,1,SOFT,1.983916666666668,6,0,1
2023,Australian Grand Prix,PIA,96.34155,11.280800725009218,80.38,20,78.517,11,SOFT,0.8832296703296711,9,0,1
2023,Australian Grand Prix,RUS,90.87046666666669,9.485948607332448,79.672,15,76.968,28,SOFT,-2.422232142857143,14,0,1
2023,Australian Grand Prix,SAI,97.26075,13.245422818576127,79.695,8,77.27,27,SOFT,1.9451785714285708,4,0,1
2023,Australian Grand Prix,STR,104.44036363636364,21.73646456198765,80.579,11,77.308,25,SOFT,-4.290500000000002,5,0,1
2023,Australian Grand Prix,TSU,94.1454,10.318898818603245,80.22,15,78.099,21,SOFT,-0.4512678571428584,11,0,1
2023,Australian Grand Prix,VER,111.68066666666668,25.507879782529955,79.502,9,76.732,23,SOFT,-2.512142857142858,1,1,1
2023,Australian Grand Prix,ZHO,97.84957894736844,13.922355389467803,80.47,19,78.54,9,SOFT,-1.4593410589410596,10,0,1
2023,Bahrain Grand Prix,ALB,106.09064,16.805954185149183,92.44,25,91.461,5,SOFT,1.2678999999999994,10,0,1
2023,Bahrain Grand Prix,ALO,106.2705,16.776271873577585,90.907,22,90.336,14,SOFT,0.5143104395604381,3,0,1
2023,Bahrain Grand Prix,BOT,109.04595833333332,17.08829488651876,91.793,24,91.443,11,SOFT,1.801195454545455,8,0,1
2023,Bahrain Grand Prix,DEV,108.125,15.813782744670933,92.605,24,92.121,5,SOFT,-0.3721817460317457,14,0,1
2023,Bahrain Grand Prix,GAS,108.32009523809522,17.565217746742455,91.475,21,91.818,5,SOFT,0.7820191808191806,9,0,1
2023,Bahrain Grand Prix,HAM,103.8670909090909,12.808272579373554,91.543,22,90.384,14,SOFT,0.1907972027972029,5,0,1
2023,Bahrain Grand Prix,HUL,106.31209090909093,15.99865544025822,91.376,22,90.809,13,SOFT,0.6969818181818176,15,0,1
2023,Bahrain Grand Prix,LEC,103.32575,13.612015833059909,91.367,20,90.0,16,SOFT,0.8494092165898623,3,0,1
2023,Bahrain Grand Prix,MAG,111.83542857142857,19.528040473259846,92.11,14,91.892,5,SOFT,7.802914285714284,13,0,1
2023,Bahrain Grand Prix,NOR,105.1743043478261,14.57042503415358,91.57,23,91.381,12,SOFT,2.088392036645525,17,0,1
2023,Bahrain Grand Prix,OCO,109.516,18.72023349467731,91.608,22,90.914,11,SOFT,0.919209324009323,17,0,1
2023,Bahrain Grand Prix,PER,102.17390476190477,11.862060166365543,91.078,21,89.846,14,SOFT,0.9374387432188068,2,0,1
2023,Bahrain Grand Prix,PIA,108.57970833333331,18.291979459954728,92.024,24,92.101,6,SOFT,6.148476785714288,16,0,1
2023,Bahrain Grand Prix,RUS,109.2495,19.151867962482957,91.882,22,90.34,14,SOFT,2.840926262626263,7,0,1
2023,Bahrain Grand Prix,SAI,106.66654166666666,17.70561386772486,91.956,24,90.154,17,SOFT,1.1457295454545469,4,0,1
2023,Bahrain Grand Prix,SAR,106.46346153846154,14.928799483497045,92.749,26,91.652,5,SOFT,1.4444549450549449,12,0,1
2023,Bahrain Grand Prix,STR,106.56439130434782,16.894707177475677,91.45,23,90.836,17,SOFT,-0.3971345367810482,6,0,1
2023,Bahrain Grand Prix,TSU,109.70441666666666,16.926260291955064,92.525,24,91.4,8,SOFT,-0.3747953712953714,11,0,1
2023,Bahrain Grand Prix,VER,101.30766666666666,12.018252618413376,91.076,18,89.708,14,SOFT,0.151486013986014,1,1,1
2023,Bahrain Grand Prix,ZHO,110.0831818181818,18.92179581137247,91.586,22,91.473,11,SOFT,1.4554688160676537,16,0,1
2023,British Grand Prix,ALB,106.85462962962964,19.51537126738059,88.296,27,87.53,24,SOFT,0.8795749999999996,8,0,1
2023,British Grand Prix,ALO,103.3850476190476,16.685735870725598,89.134,21,87.659,23,SOFT,2.613444055944054,7,0,1
2023,British Grand Prix,BOT,107.63116666666669,20.639867588188903,89.378,24,89.798,10,SOFT,0.4891230158730162,13,0,1
2023,British Grand Prix,DEV,102.1848,16.11383979948086,89.571,25,90.513,10,SOFT,-1.2782222222222204,17,0,1
2023,British Grand Prix,GAS,103.90547826086956,19.257360323380407,88.889,23,87.689,23,SOFT,0.8638664835164832,18,0,1
2023,British Grand Prix,HAM,103.2809,18.814325770539853,89.283,20,87.211,24,SOFT,-0.4423933566433577,3,0,1
2023,British Grand Prix,HUL,100.46508,14.223240760928338,88.88,25,88.896,16,SOFT,1.209629824561403,14,0,1
2023,British Grand Prix,MAG,104.95585714285714,19.799275304753124,89.439,14,92.378,5,SOFT,7.894071428571429,14,0,0
2023,British Grand Prix,NOR,102.7035,18.019844460161725,89.26,20,86.961,25,SOFT,2.2684714285714294,2,0,1
2023,British Grand Prix,OCO,105.4124210526316,19.515991355568985,89.242,19,88.956,17,SOFT,1.4011290322580665,12,0,0
2023,British Grand Prix,PER,98.60288,11.883865046496169,88.342,25,89.968,10,SOFT,0.9311250573197296,6,0,1
2023,British Grand Prix,PIA,104.17630769230767,18.79859366818535,88.926,26,87.092,25,SOFT,-0.6237147186147188,4,0,1
2023,British Grand Prix,RUS,104.73585,19.343229002404787,89.238,20,87.155,23,SOFT,5.869892857142855,5,0,1
2023,British Grand Prix,SAI,101.91516666666666,16.683817487943656,88.1,24,87.148,25,SOFT,2.289495887445888,10,0,1
2023,British Grand Prix,SAR,105.16265384615384,19.258338383032548,88.766,26,89.031,18,SOFT,0.5955928571428576,12,0,1
2023,British Grand Prix,STR,102.656,17.31068669703998,88.866,27,88.935,18,SOFT,0.525739971139971,11,0,1
2023,British Grand Prix,TSU,103.38814285714284,16.900279563621766,89.483,21,90.025,10,SOFT,-0.8849767316017314,16,0,1
2023,British Grand Prix,VER,100.51791304347826,14.485170347361986,88.078,23,86.72,25,SOFT,1.579818073593074,1,1,1
2023,British Grand Prix,ZHO,108.46295833333332,20.32723135295236,89.225,24,90.123,10,SOFT,2.9572303030303027,15,0,1
2023,Canadian Grand Prix,ALB,82.99773333333333,11.063349081175833,75.003,30,78.725,18,SOFT,-0.9828004901960788,7,0,1
2023,Canadian Grand Prix,ALO,85.50465625,11.9834305002968,74.044,32,79.776,16,INTERMEDIATE,-1.111995400432901,2,0,1
2023,Canadian Grand Prix,BOT,86.19688235294117,13.342360517073356,74.22,34,81.821,15,INTERMEDIATE,1.5540254329004326,11,0,1
2023,Canadian Grand Prix,DEV,89.16829032258065,13.69375107410566,75.002,31,83.137,11,INTERMEDIATE,-0.0320797619047625,18,0,1
2023,Canadian Grand Prix,GAS,85.74438888888888,13.535607726665202,74.477,36,82.886,7,INTERMEDIATE,0.3521712176712179,13,0,1
2023,Canadian Grand Prix,HAM,87.428375,18.86948889382355,73.718,24,80.426,16,INTERMEDIATE,2.202024175824176,3,0,1
2023,Canadian Grand Prix,HUL,95.58377777777778,19.847385985173077,76.369,9,80.305,19,SOFT,-1.2110476190476214,15,0,1
2023,Canadian Grand Prix,LEC,87.96957575757575,15.884084656564069,74.094,33,80.615,14,INTERMEDIATE,0.391607692307693,4,0,1
2023,Canadian Grand Prix,MAG,86.81259375,14.117758137524424,74.544,32,81.678,14,INTERMEDIATE,-0.2927838235294115,17,0,1
2023,Canadian Grand Prix,NOR,86.71137142857144,14.80064096602043,74.617,35,79.347,18,SOFT,-0.094286974789916,9,0,1
2023,Canadian Grand Prix,OCO,91.18006666666666,19.34096364664781,75.092,15,80.406,18,SOFT,-2.097697802197802,8,0,1
2023,Canadian Grand Prix,PER,90.223875,18.93678083682537,74.25,24,80.959,15,INTERMEDIATE,-1.15685989010989,6,0,1
2023,Canadian Grand Prix,PIA,90.22945454545454,18.70258450570888,74.533,33,79.659,18,SOFT,-1.101238994338995,12,0,1
2023,Canadian Grand Prix,RUS,84.32871999999999,13.06888709403623,73.745,25,80.098,14,INTERMEDIATE,-0.065771428571429,8,0,1
2023,Canadian Grand Prix,SAI,87.67385714285714,15.578523246373996,73.844,35,79.856,18,SOFT,-0.377164560439561,5,0,1
2023,Canadian Grand Prix,SAR,85.96464705882352,12.650929844571264,75.426,34,83.337,13,INTERMEDIATE,-0.7794105889724311,18,0,1
2023,Canadian Grand Prix,STR,90.80379166666668,19.825918025741096,74.419,24,81.484,16,INTERMEDIATE,-0.6288666666666668,10,0,1
2023,Canadian Grand Prix,TSU,87.78513157894737,14.38798384758738,74.941,38,82.746,10,INTERMEDIATE,1.7276461904761906,14,0,1
2023,Canadian Grand Prix,VER,89.58525,20.951180280771958,74.142,28,79.092,18,SOFT,-1.2990962535014012,1,1,1
2023,Canadian Grand Prix,ZHO,88.88035483870968,13.447723466689784,74.811,31,83.342,10,INTERMEDIATE,-1.5431642135642132,16,0,1
2023,Dutch Grand Prix,ALB,85.55238461538463,15.444518095627126,71.599,26,71.419,31,SOFT,0.8536227396021702,8,0,1
2023,Dutch Grand Prix,ALO,85.97178571428572,17.75739473791994,71.863,28,71.506,29,SOFT,1.661200054112555,2,0,1
2023,Dutch Grand Prix,BOT,87.13373076923077,16.454904938182274,71.857,26,82.26,11,INTERMEDIATE,-0.2758724546172045,16,0,1
2023,Dutch Grand Prix,GAS,86.41230769230768,18.602290370315654,71.766,26,80.128,20,INTERMEDIATE,0.5565870098039211,4,0,1
2023,Dutch Grand Prix,HAM,90.80095652173914,22.48219047577288,71.638,23,80.151,22,INTERMEDIATE,-0.4411712121212113,6,0,1
2023,Dutch Grand Prix,HUL,85.46929629629629,14.887889590109593,72.693,27,80.25,19,INTERMEDIATE,0.5312773809523803,12,0,1
2023,Dutch Grand Prix,LEC,85.8976,15.30533974631076,71.915,25,72.665,26,SOFT,-1.5102357932123116,17,0,1
2023,Dutch Grand Prix,MAG,87.23595833333333,17.9297694509273,72.404,24,82.192,9,INTERMEDIATE,-0.2397558823529416,15,0,1
2023,Dutch Grand Prix,NOR,83.76360000000001,14.581914240478396,71.33,25,71.104,29,SOFT,-0.5533994227994227,7,0,1
2023,Dutch Grand Prix,OCO,86.12334615384614,16.83614410235861,72.001,26,82.11,10,INTERMEDIATE,1.647356127450982,10,0,1
2023,Dutch Grand Prix,PER,88.1452,20.055674502494306,71.817,25,71.88,32,SOFT,0.5903839285714282,3,0,1
2023,Dutch Grand Prix,PIA,96.14075,26.1428585069932,72.901,4,71.938,30,SOFT,,9,0,1
2023,Dutch Grand Prix,RUS,90.40120833333332,21.936463267670124,72.009,24,71.294,31,SOFT,4.908933333333332,17,0,1
2023,Dutch Grand Prix,SAI,88.75414814814815,17.337535648465824,72.093,27,71.754,31,SOFT,-0.0980109890109897,5,0,1
2023,Dutch Grand Prix,SAR,85.11357142857142,17.274330824641325,71.934,28,76.748,26,SOFT,2.1566216616716622,20,0,1
2023,Dutch Grand Prix,STR,85.96255555555555,18.377732691270563,71.835,27,80.121,20,INTERMEDIATE,2.2843723484848484,11,0,1
2023,Dutch Grand Prix,TSU,85.76903703703704,18.22994737213696,71.72,27,80.23,21,INTERMEDIATE,0.795628081232493,13,0,1
2023,Dutch Grand Prix,VER,85.55636363636364,18.495649464119047,71.353,22,70.567,30,SOFT,-0.0075807692307683,1,1,1
2023,Dutch Grand Prix,ZHO,91.051,19.31078291732368,72.074,26,82.067,11,INTERMEDIATE,5.21476923076923,13,0,1
2023,Hungarian Grand Prix,ALB,92.39837931034482,16.316841952880186,78.377,29,78.917,7,HARD,0.9010265756302512,11,0,1
2023,Hungarian Grand Prix,ALO,93.8220357142857,17.241509890232162,78.105,28,77.035,20,SOFT,0.2131208791208791,9,0,1
2023,Hungarian Grand Prix,BOT,91.68468,15.103588082858543,78.085,25,77.034,19,SOFT,0.7889123271889402,12,0,1
2023,Hungarian Grand Prix,GAS,93.2579090909091,18.09245855495517,77.918,22,78.045,15,MEDIUM,0.5538144238358336,20,0,1
2023,Hungarian Grand Prix,HAM,88.35245454545453,13.261808699194308,78.746,22,76.609,19,SOFT,0.1668464285714287,4,0,1
2023,Hungarian Grand Prix,HUL,91.48707692307693,15.661094142934148,78.058,26,77.186,19,SOFT,1.450224974200207,14,0,1
2023,Hungarian Grand Prix,LEC,97.97425,21.169688838840628,77.686,16,76.992,20,SOFT,4.084035714285716,6,0,1
2023,Hungarian Grand Prix,MAG,95.51652173913044,20.28228717349556,78.504,23,79.206,7,HARD,-0.3022880325814537,17,0,1
2023,Hungarian Grand Prix,NOR,93.6854074074074,21.02076367868988,77.701,27,76.694,19,SOFT,0.155836134453782,2,0,1
2023,Hungarian Grand Prix,OCO,94.09262962962964,18.78729510180125,78.045,27,77.841,15,MEDIUM,1.7064210784313727,19,0,1
2023,Hungarian Grand Prix,PER,111.9953,26.07844327345224,78.978,10,77.045,22,SOFT,,3,0,1
2023,Hungarian Grand Prix,PIA,99.7498,23.17746821869402,79.117,15,76.905,19,SOFT,3.659514285714287,5,0,1
2023,Hungarian Grand Prix,RIC,99.7135,20.012271611688668,78.385,26,78.002,14,MEDIUM,-1.0606370129870133,13,0,1
2023,Hungarian Grand Prix,RUS,97.13185,22.31472394318438,79.175,20,79.027,8,HARD,6.451520634920636,7,0,1
2023,Hungarian Grand Prix,SAI,99.4279375,23.56820174576683,78.182,16,77.703,14,MEDIUM,7.689845238095243,8,0,1
2023,Hungarian Grand Prix,SAR,93.40614814814816,16.600947824432065,78.836,27,79.248,7,HARD,1.6330014705882374,17,0,1
2023,Hungarian Grand Prix,STR,94.11643333333332,17.5721823418158,78.319,30,77.861,12,MEDIUM,0.0018230158730164,10,0,1
2023,Hungarian Grand Prix,TSU,90.36992307692309,13.564885948427506,77.934,26,78.919,5,HARD,0.2444854204339952,15,0,1
2023,Hungarian Grand Prix,VER,92.14592307692308,16.04509503691361,78.279,13,76.612,17,SOFT,2.7641680327868854,1,1,1
2023,Hungarian Grand Prix,ZHO,96.00829629629632,18.652698777336823,78.108,27,76.971,21,SOFT,0.339011255411255,16,0,1
2023,Italian Grand Prix,ALB,104.27,23.594174095118674,81.979,14,80.76,20,SOFT,,7,0,0
2023,Italian Grand Prix,ALO,101.95711111111112,23.24384580079448,82.071,9,81.417,15,SOFT,,9,0,0
2023,Italian Grand Prix,BOT,102.22292307692308,22.473453938152375,82.595,13,81.94,13,MEDIUM,,10,0,0
2023,Italian Grand Prix,GAS,105.0339375,21.78499790672089,82.651,16,82.545,6,HARD,-0.4901178571428557,15,0,0
2023,Italian Grand Prix,HAM,90.20207692307692,14.397853980492709,82.783,13,80.82,20,SOFT,-0.0916785714285721,6,0,0
2023,Italian Grand Prix,HUL,101.90245454545456,22.69008085205355,82.291,11,81.776,12,MEDIUM,,17,0,0
2023,Italian Grand Prix,LAW,105.525375,24.746400710339,83.167,16,81.758,14,MEDIUM,-2.7410499999999995,12,0,0
2023,Italian Grand Prix,LEC,103.6224,23.01094394226985,81.716,15,80.361,20,SOFT,0.7848837837837851,4,0,0
2023,Italian Grand Prix,MAG,101.13483333333332,22.21024280016822,82.574,12,82.592,6,HARD,,18,0,0
2023,Italian Grand Prix,NOR,100.54572727272726,25.66852104072577,81.374,11,80.979,19,SOFT,,8,0,0
2023,Italian Grand Prix,OCO,107.04806666666668,25.44464839738735,82.716,15,82.548,7,HARD,-0.0906999999999966,18,0,0
2023,Italian Grand Prix,PER,92.6891,15.587664449457748,81.54,10,80.688,20,SOFT,,2,0,0
2023,Italian Grand Prix,PIA,104.704,23.08329264497016,81.545,13,80.785,23,SOFT,1.32717142857143,11,0,0
2023,Italian Grand Prix,RUS,106.66414285714286,24.787346504764336,82.176,14,80.671,20,SOFT,1.963467213114753,5,0,0
2023,Italian Grand Prix,SAI,103.18666666666668,22.22981644312967,81.355,15,80.294,19,SOFT,,3,0,0
2023,Italian Grand Prix,SAR,98.009875,18.71726281582504,82.755,16,81.93,8,HARD,-7.030500000000003,13,0,0
2023,Italian Grand Prix,STR,91.893,,91.893,1,82.86,6,HARD,,16,0,0
2023,Italian Grand Prix,VER,89.739,13.354674529084477,81.631,10,80.307,20,SOFT,,1,1,0
2023,Italian Grand Prix,ZHO,104.3265,23.64158712214233,83.346,14,82.39,2,HARD,,14,0,0
2023,Japanese Grand Prix,ALB,105.10572222222224,15.034724030822996,91.555,18,90.537,11,SOFT,-2.2774500000000004,16,0,1
2023,Japanese Grand Prix,ALO,101.652875,10.997955051584206,91.492,16,90.465,11,SOFT,0.2418499999999997,8,0,1
2023,Japanese Grand Prix,BOT,102.6100625,14.249712565375956,91.739,16,91.049,4,SOFT,2.7918412162162167,20,0,1
2023,Japanese Grand Prix,GAS,103.83973333333331,12.112804968690105,92.179,15,90.509,11,SOFT,-2.152428571428574,10,0,1
2023,Japanese Grand Prix,HAM,97.91253846153846,5.294490683962352,91.829,13,89.908,17,SOFT,0.0231000000000008,5,0,1
2023,Japanese Grand Prix,HUL,106.3518947368421,14.038176388749264,91.797,19,91.299,5,SOFT,-1.2252105708245231,14,0,1
2023,Japanese Grand Prix,LAW,105.74866666666668,15.463041828444856,92.141,18,90.425,9,SOFT,0.5951785714285716,11,0,1
2023,Japanese Grand Prix,LEC,100.39986666666668,9.924152233434402,91.008,15,89.542,13,SOFT,0.6194523809523824,4,0,1
2023,Japanese Grand Prix,MAG,105.8829375,14.726074536769802,92.169,16,90.665,8,SOFT,0.4233333333333337,15,0,1
2023,Japanese Grand Prix,NOR,101.3629411764706,9.918782652564955,91.152,17,89.493,8,SOFT,0.2860181818181821,2,0,1
2023,Japanese Grand Prix,OCO,104.9863125,15.297966639257435,91.794,16,90.586,11,SOFT,-0.0086428571428567,9,0,1
2023,Japanese Grand Prix,PER,99.7085,6.91392862058817,91.71,18,89.65,17,SOFT,0.225190909090909,19,0,1
2023,Japanese Grand Prix,PIA,101.59964705882352,8.872606881162213,91.662,17,89.458,10,SOFT,-1.6339428571428567,3,0,1
2023,Japanese Grand Prix,RUS,99.70992857142858,9.182196054273774,91.328,14,90.219,14,SOFT,0.2745357142857141,7,0,1
2023,Japanese Grand Prix,SAI,101.8078,12.996646607051042,91.237,15,89.85,13,SOFT,0.4729166666666667,6,0,1
2023,Japanese Grand Prix,STR,102.28993333333332,10.27432788532847,91.771,15,91.181,6,SOFT,0.6702000000000012,12,0,1
2023,Japanese Grand Prix,TSU,104.1764,13.722453817701384,92.178,20,90.204,11,SOFT,-0.8072583333333336,12,0,1
2023,Japanese Grand Prix,VER,97.7136153846154,5.502013775859117,90.688,13,88.877,11,SOFT,0.7119642857142856,1,1,1
2023,Japanese Grand Prix,ZHO,112.4582,20.23669473890328,92.165,10,91.379,5,SOFT,0.935571428571425,13,0,1
2023,Las Vegas Grand Prix,ALB,110.3413157894737,15.038764652588998,96.688,38,93.323,20,SOFT,0.5988502705627706,12,0,1
2023,Las Vegas Grand Prix,ALO,108.77635294117648,12.082097411942092,95.793,34,93.555,19,SOFT,1.0575293290043286,9,0,1
2023,Las Vegas Grand Prix,BOT,111.03446875,13.393377239141728,96.129,32,93.525,18,SOFT,1.1538625000000002,17,0,1
2023,Las Vegas Grand Prix,GAS,111.63096428571428,13.966217946868008,97.134,28,93.239,24,SOFT,1.4089696428571428,11,0,1
2023,Las Vegas Grand Prix,HAM,105.65805263157894,9.62687425611766,96.663,38,93.837,11,SOFT,0.8178848568098562,8,0,1
2023,Las Vegas Grand Prix,HUL,110.26196428571428,14.146217380765162,96.489,28,93.979,14,SOFT,2.2328504329004315,15,0,1
2023,Las Vegas Grand Prix,LEC,110.91269696969698,15.925007563743982,95.265,33,92.726,22,SOFT,1.3318330923653008,2,0,1
2023,Las Vegas Grand Prix,MAG,115.589,17.94011638578423,96.917,32,93.537,22,SOFT,1.5881660714285712,13,0,1
2023,Las Vegas Grand Prix,NOR,105.97153846153846,8.36929277409158,96.864,26,94.703,5,SOFT,1.4290642857142857,13,0,1
2023,Las Vegas Grand Prix,OCO,106.21184848484847,9.97285049246582,97.241,33,94.834,7,SOFT,1.7021984265734262,5,0,1
2023,Las Vegas Grand Prix,PER,111.28003125,15.56383436561448,96.085,32,93.855,13,SOFT,1.0562938811188798,3,0,1
2023,Las Vegas Grand Prix,PIA,108.91775862068964,12.869908101723109,96.987,29,94.85,6,SOFT,0.6661726190476183,10,0,1
2023,Las Vegas Grand Prix,RIC,108.46847222222225,11.81252697408527,97.68,36,94.308,17,SOFT,1.0555932026307024,14,0,1
2023,Las Vegas Grand Prix,RUS,109.05703225806452,12.65377123359902,96.89,31,93.112,21,SOFT,0.528952380952381,4,0,1
2023,Las Vegas Grand Prix,SAI,110.74058064516127,15.938327291520052,95.782,31,92.77,22,SOFT,1.350852333681644,7,0,1
2023,Las Vegas Grand Prix,SAR,109.18005263157892,12.632863138585655,98.14,38,93.513,22,SOFT,1.070864309056956,16,0,1
2023,Las Vegas Grand Prix,STR,107.6095,10.05191474723668,96.496,36,94.199,17,SOFT,1.0068885281385276,6,0,1
2023,Las Vegas Grand Prix,TSU,110.46658333333332,13.87025004074754,97.412,36,96.447,3,SOFT,0.633803691045796,17,0,1
2023,Las Vegas Grand Prix,VER,109.50215151515152,14.499987224393534,96.183,33,93.104,16,SOFT,0.5398507659007657,1,1,1
2023,Las Vegas Grand Prix,ZHO,116.59283870967742,16.999577979265194,97.656,31,94.849,7,SOFT,2.327738352638353,15,0,1
2023,Mexico City Grand Prix,ALB,92.305,14.61011347266716,79.446,20,78.302,11,SOFT,0.7270272727272734,9,0,1
2023,Mexico City Grand Prix,ALO,93.26684615384616,14.688057591641735,80.426,26,78.738,13,SOFT,0.3596021978021975,18,0,1
2023,Mexico City Grand Prix,BOT,94.3986,17.89812166334395,78.955,30,78.016,10,SOFT,-0.7651243423243423,15,0,1
2023,Mexico City Grand Prix,GAS,94.56996,16.236852274686743,79.642,25,78.521,14,SOFT,-1.774944444444443,11,0,1
2023,Mexico City Grand Prix,HAM,96.38546153846154,17.405803572902382,79.024,26,77.454,17,SOFT,-0.4019641414141395,2,0,1
2023,Mexico City Grand Prix,HUL,93.75288,16.774384803225026,79.535,25,78.524,11,SOFT,-1.944822727272728,14,0,1
2023,Mexico City Grand Prix,LEC,94.3056,17.712801078355152,78.952,30,77.166,13,SOFT,-0.2852553221288526,3,0,1
2023,Mexico City Grand Prix,MAG,96.76623076923076,18.180750779453952,80.112,26,79.163,5,SOFT,-1.962600793650793,16,0,1
2023,Mexico City Grand Prix,NOR,89.49532142857143,14.599191002582788,78.805,28,81.554,4,SOFT,0.2838035714285716,5,0,1
2023,Mexico City Grand Prix,OCO,96.02383333333334,19.21047709311061,79.077,24,79.08,2,SOFT,1.361359090909093,10,0,1
2023,Mexico City Grand Prix,PER,94.80468,16.186218718197694,78.988,25,77.423,15,SOFT,-1.454575324675325,20,0,1
2023,Mexico City Grand Prix,PIA,91.97028571428572,15.217088371562294,79.163,28,77.623,17,SOFT,2.8056416666666664,8,0,1
2023,Mexico City Grand Prix,RIC,95.84233333333331,18.89849687755006,79.002,27,77.382,11,SOFT,0.5174727272727273,7,0,1
2023,Mexico City Grand Prix,RUS,95.82288888888888,16.715128539815783,79.227,27,77.673,12,SOFT,0.571136309523809,6,0,1
2023,Mexico City Grand Prix,SAI,96.7985,20.632296886443477,79.257,30,77.233,13,SOFT,0.9043410714285716,4,0,1
2023,Mexico City Grand Prix,SAR,94.17618181818185,12.930488042335716,79.9,22,79.965,5,SOFT,0.7282277777777765,12,0,1
2023,Mexico City Grand Prix,STR,98.20807692307692,17.49568453200931,80.075,13,79.227,5,SOFT,1.5313999999999997,17,0,1
2023,Mexico City Grand Prix,TSU,93.09286666666668,13.726715082171934,79.29,30,78.89,2,SOFT,0.731940781440782,13,0,1
