season,race,driver,best_quali_lap,best_quali_lap_number,best_quali_compound
2024,United States Grand Prix,LAW,93.339,7,SOFT
2024,United States Grand Prix,LEC,92.74,17,SOFT
2024,United States Grand Prix,MAG,93.474,11,SOFT
2024,United States Grand Prix,NOR,92.33,13,SOFT
2024,United States Grand Prix,OCO,93.597,14,SOFT
2024,United States Grand Prix,PER,93.02,11,SOFT
2024,United States Grand Prix,PIA,92.95,16,SOFT
2024,United States Grand Prix,RUS,92.974,12,SOFT
2024,United States Grand Prix,SAI,92.652,16,SOFT
2024,United States Grand Prix,STR,93.759,10,SOFT
2024,United States Grand Prix,TSU,93.506,13,SOFT
2024,United States Grand Prix,VER,92.361,14,SOFT
2024,United States Grand Prix,ZHO,94.228,8,SOFT
