season,race,driver,fp2_mean_lap,fp2_std_lap,fp2_best_lap,fp2_laps_count
2022,Bahrain Grand Prix,LAT,108.21624,15.924771718091703,94.486,25
2022,Bahrain Grand Prix,LEC,109.69393333333333,16.388811812883056,92.023,15
2022,Bahrain Grand Prix,MAG,108.3488888888889,17.72457024415174,93.183,18
2022,Bahrain Grand Prix,MSC,109.31447619047619,17.69458149722408,93.085,21
2022,Bahrain Grand Prix,NOR,105.86166666666666,13.00438928464796,93.28,24
2022,Bahrain Grand Prix,OCO,104.63152380952381,12.43766543455422,93.36,21
2022,Bahrain Grand Prix,PER,106.17611764705882,13.523344611644491,92.958,17
2022,Bahrain Grand Prix,RIC,107.1129,11.028632527803863,94.166,10
2022,Bahrain Grand Prix,RUS,104.321,12.33464435089873,92.529,20
2022,Bahrain Grand Prix,SAI,107.12529411764706,15.556253725450361,92.52,17
2022,Bahrain Grand Prix,STR,109.1937619047619,16.294561528021436,93.958,21
2022,Bahrain Grand Prix,TSU,108.31913043478262,15.883770523010837,93.789,23
2022,Bahrain Grand Prix,VER,101.116125,10.211400856395757,91.936,16
2022,Bahrain Grand Prix,ZHO,108.48856521739131,16.472016653116683,93.953,23
2022,Belgian Grand Prix,ALB,120.98072727272728,13.991837964262661,107.52,11
2022,Belgian Grand Prix,ALO,121.45808333333333,14.797095203010953,106.975,12
2022,Belgian Grand Prix,BOT,126.25342857142857,15.736599386898565,108.419,14
2022,Belgian Grand Prix,GAS,122.09672727272728,14.01522908190165,107.782,11
2022,Belgian Grand Prix,HAM,122.53476923076923,13.848162743085249,106.893,13
2022,Belgian Grand Prix,LAT,125.84081818181818,15.345968948347197,108.612,11
2022,Belgian Grand Prix,LEC,119.30078571428571,12.684174138111402,106.369,14
2022,Belgian Grand Prix,MAG,120.04972727272728,11.959873453267882,108.208,11
2022,Belgian Grand Prix,MSC,120.827,11.085255453555783,109.941,18
2022,Belgian Grand Prix,NOR,121.9009090909091,13.997030309708872,106.589,11
2022,Belgian Grand Prix,OCO,121.01853333333334,13.688920289607873,107.944,15
2022,Belgian Grand Prix,PER,125.45845454545456,15.63347391569536,107.346,11
2022,Belgian Grand Prix,RIC,121.49927272727273,14.282674021981384,107.255,11
2022,Belgian Grand Prix,RUS,121.19870588235295,13.223261897905079,107.042,17
2022,Belgian Grand Prix,SAI,116.67816666666666,10.643031726596204,106.649,12
2022,Belgian Grand Prix,STR,119.56379999999999,13.271565710194107,106.635,10
2022,Belgian Grand Prix,TSU,124.5645,17.710478230885425,107.658,10
2022,Belgian Grand Prix,VER,117.0535,11.135901543288632,105.507,12
2022,Belgian Grand Prix,VET,118.96016666666667,10.480922390301114,107.867,12
2022,Belgian Grand Prix,ZHO,127.63433333333334,16.104757591942764,107.617,15
2022,British Grand Prix,ALB,108.40354545454547,14.940624648010111,90.263,11
2022,British Grand Prix,ALO,107.638,19.462002367005645,89.695,16
2022,British Grand Prix,BOT,104.01103846153845,15.282889853638988,90.0,26
2022,British Grand Prix,GAS,101.68611999999999,11.587506984248167,90.51,25
2022,British Grand Prix,HAM,102.798,14.003457900692624,89.105,18
2022,British Grand Prix,LAT,107.979625,18.851825873540857,91.326,24
2022,British Grand Prix,LEC,106.1274761904762,19.044515432583335,89.404,21
2022,British Grand Prix,MAG,105.01670833333333,15.834672172933526,90.48,24
2022,British Grand Prix,MSC,102.84215384615385,14.081517496895872,90.609,26
2022,British Grand Prix,NOR,103.29664000000001,17.025996169779123,89.118,25
2022,British Grand Prix,OCO,108.6949,20.58484905863209,90.238,10
2022,British Grand Prix,PER,108.71115384615383,20.915647009062194,89.753,13
2022,British Grand Prix,RIC,102.86131818181819,14.796994113626637,89.902,22
2022,British Grand Prix,RUS,103.33361538461538,13.820405099929376,89.799,26
2022,British Grand Prix,SAI,105.53964,17.433199827914553,88.942,25
2022,British Grand Prix,STR,103.24507692307694,16.874436684235015,89.942,13
2022,British Grand Prix,TSU,104.63534615384616,15.198274965119717,90.338,26
2022,British Grand Prix,VER,103.361,18.09692488539676,89.149,14
2022,British Grand Prix,VET,105.18070588235295,15.112248197921716,90.057,17
2022,British Grand Prix,ZHO,106.87891666666667,17.02007702663985,90.271,24
2022,Canadian Grand Prix,ALB,89.45425925925926,15.36393860158509,76.171,27
2022,Canadian Grand Prix,ALO,86.6017619047619,14.32783090668215,74.543,21
2022,Canadian Grand Prix,GAS,89.73064516129033,18.66775779885091,74.879,31
2022,Canadian Grand Prix,HAM,90.99547619047618,16.159942322356997,75.421,21
2022,Canadian Grand Prix,LAT,89.62308333333334,16.295925862984404,76.509,24
2022,Canadian Grand Prix,LEC,90.66999999999999,19.6226512479838,74.208,29
2022,Canadian Grand Prix,MAG,86.60548387096775,13.185949825150928,75.499,31
2022,Canadian Grand Prix,MSC,87.16115625,12.495035153649127,75.516,32
2022,Canadian Grand Prix,NOR,86.61974074074075,11.785809249303533,74.987,27
2022,Canadian Grand Prix,OCO,89.34855172413793,18.222835608469403,75.119,29
2022,Canadian Grand Prix,PER,91.40292307692309,18.098879041361823,75.167,26
2022,Canadian Grand Prix,RIC,91.02478571428571,16.65293380527141,75.033,28
2022,Canadian Grand Prix,RUS,86.62692857142858,14.646846407961434,74.971,28
2022,Canadian Grand Prix,SAI,91.43575862068965,18.294548414477333,74.352,29
2022,Canadian Grand Prix,STR,88.06470967741934,14.703094633882461,75.396,31
2022,Canadian Grand Prix,TSU,89.04688235294118,12.88973409172729,75.567,34
2022,Canadian Grand Prix,VER,88.14793333333334,16.56410141183666,74.127,30
2022,Canadian Grand Prix,VET,88.85975,14.98593937340018,74.442,32
2022,Canadian Grand Prix,ZHO,89.77149999999999,15.44819919146757,75.526,28
2022,Dutch Grand Prix,ALB,93.84905,21.3143054641342,73.837,20
2022,Dutch Grand Prix,ALO,88.48975,13.78351108304106,72.848,20
2022,Dutch Grand Prix,BOT,91.38047619047619,17.08396862154414,74.167,21
2022,Dutch Grand Prix,HAM,95.49486666666667,24.169658839328363,72.417,15
2022,Dutch Grand Prix,LAT,94.30426315789474,17.55171262881997,74.797,19
2022,Dutch Grand Prix,LEC,92.15285714285714,20.501238324271327,72.345,21
2022,Dutch Grand Prix,MAG,89.40355,17.740847877664162,74.282,20
2022,Dutch Grand Prix,MSC,87.54472727272727,18.984479651451174,73.604,22
2022,Dutch Grand Prix,NOR,89.92633333333333,19.138763771620212,72.448,18
2022,Dutch Grand Prix,OCO,87.52927272727273,15.613737834361547,73.305,22
2022,Dutch Grand Prix,PER,89.7825294117647,16.885120624819532,73.493,17
2022,Dutch Grand Prix,RIC,86.938875,12.441296010091321,73.362,8
2022,Dutch Grand Prix,RUS,91.84909090909092,21.285643460209315,72.655,22
2022,Dutch Grand Prix,SAI,88.34208000000001,18.40506056749972,72.349,25
2022,Dutch Grand Prix,STR,89.05921739130436,18.084491215997808,72.746,23
2022,Dutch Grand Prix,TSU,90.68466666666667,16.605471235480824,73.419,15
2022,Dutch Grand Prix,VER,89.86811764705882,18.30444523156313,73.042,17
2022,Dutch Grand Prix,VET,86.33117391304347,13.539349707937747,73.611,23
2022,Dutch Grand Prix,ZHO,89.43225,14.61781285344771,73.624,20
2022,Emilia Romagna Grand Prix,ALB,87.14425,12.18322787886639,80.591,32
2022,Emilia Romagna Grand Prix,ALO,86.69492307692306,12.167010215901286,80.174,26
2022,Emilia Romagna Grand Prix,GAS,86.86657142857143,14.259500457972726,80.439,35
2022,Emilia Romagna Grand Prix,HAM,89.09570967741936,16.21599201651166,79.992,31
2022,Emilia Romagna Grand Prix,LAT,87.30844827586208,12.610590222355082,81.263,29
2022,Emilia Romagna Grand Prix,LEC,86.2646875,11.633566053665575,79.74,32
2022,Emilia Romagna Grand Prix,MAG,87.49148148148149,15.465811300489099,80.74,27
2022,Emilia Romagna Grand Prix,MSC,87.22076923076922,14.427060619010911,80.977,26
2022,Emilia Romagna Grand Prix,NOR,99.71875,15.995826421809738,83.821,4
2022,Emilia Romagna Grand Prix,OCO,87.67689285714286,13.26561925887475,81.179,28
2022,Emilia Romagna Grand Prix,PER,86.73496774193549,16.841743891263892,79.538,31
2022,Emilia Romagna Grand Prix,RUS,90.13220689655172,16.620357707125557,79.457,29
2022,Emilia Romagna Grand Prix,SAI,90.015,15.187158475877858,80.258,29
2022,Emilia Romagna Grand Prix,STR,88.0544,12.234442070502052,81.149,35
2022,Emilia Romagna Grand Prix,TSU,86.6790606060606,13.258662540815049,80.381,33
2022,Emilia Romagna Grand Prix,VER,87.27105882352942,14.040168340398838,80.371,34
2022,Emilia Romagna Grand Prix,VET,88.12294285714286,12.902648948142064,81.155,35
2022,Emilia Romagna Grand Prix,ZHO,87.63106896551724,15.716550936901422,80.498,29
2022,French Grand Prix,ALB,111.13327777777778,19.33421117758564,94.653,18
2022,French Grand Prix,ALO,110.51326315789474,21.017867311308954,94.259,19
2022,French Grand Prix,BOT,113.64909523809523,19.368487134788726,94.264,21
2022,French Grand Prix,GAS,109.97270588235294,20.68530769581609,93.906,17
2022,French Grand Prix,HAM,110.53207142857143,17.376781159237865,93.517,14
2022,French Grand Prix,LAT,111.60486363636363,20.180395532240254,95.412,22
2022,French Grand Prix,LEC,107.98775,19.26941049608593,92.628,16
2022,French Grand Prix,MAG,109.31623529411765,17.604630926724266,93.928,17
2022,French Grand Prix,MSC,110.82713333333332,17.881251381851108,95.195,15
2022,French Grand Prix,NOR,110.98626666666665,18.29826330348893,93.607,15
2022,French Grand Prix,OCO,107.93063157894736,18.927943041999303,94.66,19
2022,French Grand Prix,PER,108.95418181818182,17.293587122504007,94.06,11
2022,French Grand Prix,RIC,108.4268125,16.486632873204684,93.984,16
2022,French Grand Prix,RUS,108.6378,19.127028907920966,93.291,10
2022,French Grand Prix,SAI,104.909,14.745900610000051,92.527,16
2022,French Grand Prix,STR,111.88175000000001,19.431106989282608,94.595,20
2022,French Grand Prix,TSU,111.78285000000001,18.26882028074063,94.54,20
2022,French Grand Prix,VER,108.00727272727272,20.26634884280298,93.077,11
2022,French Grand Prix,VET,111.48830000000001,20.44843332333671,94.42,20
2022,French Grand Prix,ZHO,114.62119047619048,20.913445425417223,94.654,21
2022,Hungarian Grand Prix,ALB,99.1670588235294,20.83212747318006,80.615,17
2022,Hungarian Grand Prix,ALO,94.20096296296296,14.618078166017801,79.049,27
2022,Hungarian Grand Prix,BOT,97.92438461538462,20.40115236368166,79.411,26
2022,Hungarian Grand Prix,GAS,100.89628,22.568667634429225,79.73,25
2022,Hungarian Grand Prix,HAM,103.077,23.401903665652302,79.547,18
2022,Hungarian Grand Prix,LAT,96.68966666666667,18.25682324080928,80.488,27
2022,Hungarian Grand Prix,LEC,96.40161904761905,22.01819839468296,78.445,21
2022,Hungarian Grand Prix,MAG,97.35526923076924,20.929504421381203,79.818,26
2022,Hungarian Grand Prix,MSC,97.84868,19.697609226164136,79.985,25
2022,Hungarian Grand Prix,NOR,91.641,14.675604366430706,78.662,26
2022,Hungarian Grand Prix,OCO,96.799125,18.589652660207882,79.614,24
2022,Hungarian Grand Prix,PER,97.62992,21.09688035966455,79.397,25
2022,Hungarian Grand Prix,RIC,92.49225,14.30723933888016,78.872,24
2022,Hungarian Grand Prix,RUS,97.20508333333333,17.07711311494363,79.355,24
2022,Hungarian Grand Prix,SAI,99.12020833333334,22.137149582779678,78.676,24
2022,Hungarian Grand Prix,STR,97.39980769230769,21.271768436158254,79.702,26
2022,Hungarian Grand Prix,TSU,97.25032142857143,18.362002791702405,80.521,28
2022,Hungarian Grand Prix,VER,97.63218181818182,23.210821215311995,78.728,22
2022,Hungarian Grand Prix,VET,97.50003703703705,20.45136453691177,79.253,27
2022,Hungarian Grand Prix,ZHO,97.89931818181817,19.424495603885525,79.605,22
2022,Italian Grand Prix,ALB,95.21131578947369,13.402949679714501,82.835,19
2022,Italian Grand Prix,ALO,94.99525,15.81663294089347,82.752,24
2022,Italian Grand Prix,BOT,96.78445833333335,16.018495375195045,82.993,24
2022,Italian Grand Prix,GAS,99.0109,17.703711900110246,83.135,20
2022,Italian Grand Prix,HAM,94.03970000000001,15.678954449902115,82.503,20
2022,Italian Grand Prix,LAT,95.5971875,13.370712816793528,83.982,16
2022,Italian Grand Prix,LEC,101.36255555555556,23.675170329773565,81.857,18
2022,Italian Grand Prix,MAG,98.68327272727274,19.383719536377303,83.557,22
2022,Italian Grand Prix,MSC,103.1435,20.06951930415873,84.586,6
2022,Italian Grand Prix,NOR,95.10146153846154,14.595890567500893,82.338,26
2022,Italian Grand Prix,OCO,96.92704166666665,16.927945452979756,82.728,24
2022,Italian Grand Prix,PER,99.49176190476192,21.399242360197622,82.394,21
2022,Italian Grand Prix,RIC,94.54281818181818,15.068815568319712,82.911,22
2022,Italian Grand Prix,RUS,99.4776,18.819956877852047,82.386,20
2022,Italian Grand Prix,SAI,98.33826315789473,20.287360755576376,81.664,19
2022,Italian Grand Prix,STR,96.69460869565218,16.83434318652614,83.785,23
2022,Italian Grand Prix,TSU,95.62377777777778,14.030153563865259,83.217,27
2022,Italian Grand Prix,VER,95.792,18.560941634616395,81.807,23
2022,Italian Grand Prix,VET,98.85413636363637,17.533291132383006,83.731,22
2022,Italian Grand Prix,ZHO,98.82738461538462,17.575408265134378,82.938,26
2022,Japanese Grand Prix,ALB,118.68354545454545,12.93338805080584,105.039,11
2022,Japanese Grand Prix,ALO,111.5762,9.187278460518709,103.533,10
2022,Japanese Grand Prix,BOT,117.5745,13.423675939672163,103.733,16
2022,Japanese Grand Prix,GAS,118.965625,14.144166621286473,107.109,8
2022,Japanese Grand Prix,HAM,115.52833333333335,11.62255419938522,102.17,18
2022,Japanese Grand Prix,LAT,118.7170909090909,14.059553530994823,104.962,11
2022,Japanese Grand Prix,LEC,109.077,5.67848368845064,104.709,7
2022,Japanese Grand Prix,MAG,117.59072727272728,11.712002878166563,103.187,11
2022,Japanese Grand Prix,NOR,113.17066666666668,11.040351296494148,105.885,9
2022,Japanese Grand Prix,OCO,112.17314285714285,8.112563167264536,103.884,7
2022,Japanese Grand Prix,PER,112.10222727272726,9.27350356523676,102.834,22
2022,Japanese Grand Prix,RIC,118.73816666666669,15.895182445214859,106.03,6
2022,Japanese Grand Prix,RUS,116.327,12.769482084481043,101.935,18
2022,Japanese Grand Prix,SAI,114.36216666666665,11.25306222506463,103.204,18
2022,Japanese Grand Prix,STR,114.75622222222222,11.81981862384756,106.776,18
2022,Japanese Grand Prix,TSU,113.32981818181817,11.135617183641237,105.257,22
2022,Japanese Grand Prix,VER,113.20965000000001,13.539403875064265,102.786,20
2022,Japanese Grand Prix,VET,109.70360000000001,6.01079121160215,105.261,20
2022,Japanese Grand Prix,ZHO,115.92330769230769,11.112202717317981,104.525,13
2022,Mexico City Grand Prix,ALB,87.97405263157896,7.454756024576855,82.447,19
2022,Mexico City Grand Prix,ALO,85.81667999999999,3.5541134468856375,82.337,25
2022,Mexico City Grand Prix,BOT,85.46320689655172,3.864062133293245,81.993,29
2022,Mexico City Grand Prix,GAS,85.18486666666666,2.704508263460552,82.104,30
2022,Mexico City Grand Prix,HAM,84.33696153846154,2.5692600098980907,81.509,26
2022,Mexico City Grand Prix,LAT,86.38755555555555,3.8392699760134015,83.32,27
2022,Mexico City Grand Prix,LEC,83.36344444444444,1.5380028536312225,81.618,9
2022,Mexico City Grand Prix,MAG,86.3406875,4.34836353461468,83.316,16
2022,Mexico City Grand Prix,MSC,87.16261538461539,4.925438888683306,82.879,26
2022,Mexico City Grand Prix,NOR,86.29459999999999,4.020624163816693,82.738,25
2022,Mexico City Grand Prix,OCO,90.08033333333333,11.657817081317125,81.177,24
2022,Mexico City Grand Prix,PER,85.71432142857144,4.951409317173287,81.579,28
2022,Mexico City Grand Prix,RIC,85.473,2.8944618218410194,82.763,22
2022,Mexico City Grand Prix,RUS,86.23108,6.726130424942214,79.97,25
2022,Mexico City Grand Prix,SAI,84.58014285714286,1.8612818106982023,81.693,28
2022,Mexico City Grand Prix,STR,85.80329411764706,3.757078581902199,82.84,17
2022,Mexico City Grand Prix,TSU,90.0164090909091,10.58264767329312,80.798,22
2022,Mexico City Grand Prix,VER,84.63067857142858,2.7859904822039923,81.588,28
2022,Mexico City Grand Prix,VET,85.64055555555557,3.814918764467624,82.371,27
2022,Mexico City Grand Prix,ZHO,86.9557037037037,4.7342170810357205,83.369,27
2022,Miami Grand Prix,ALB,107.80529411764707,12.424753683497645,91.71,17
2022,Miami Grand Prix,ALO,108.71788235294117,18.316495915166037,90.372,17
2022,Miami Grand Prix,GAS,105.8370625,15.332483919090429,90.547,16
2022,Miami Grand Prix,HAM,104.44308333333333,17.239139244797435,90.179,12
2022,Miami Grand Prix,LAT,110.6413,15.448841294558127,92.913,10
2022,Miami Grand Prix,LEC,104.91753333333332,16.976709334794393,90.044,15
2022,Miami Grand Prix,MAG,105.6438125,15.486976934266414,90.921,16
2022,Miami Grand Prix,MSC,108.004125,16.551287425756342,91.587,16
2022,Miami Grand Prix,NOR,108.8583125,19.605346749356414,90.535,16
2022,Miami Grand Prix,OCO,110.22488235294118,20.39334361955621,90.861,17
2022,Miami Grand Prix,PER,108.56342857142856,19.26790484284596,90.15,14
2022,Miami Grand Prix,RIC,110.72476470588235,19.564381160445027,91.208,17
2022,Miami Grand Prix,RUS,108.17883333333333,18.78206481452371,89.938,12
2022,Miami Grand Prix,SAI,113.46266666666666,24.454837931719492,90.964,6
2022,Miami Grand Prix,STR,109.76241176470589,17.443436244253967,91.631,17
2022,Miami Grand Prix,TSU,107.40488888888889,17.11952774873972,91.26,18
2022,Miami Grand Prix,VET,107.29382352941175,15.882948837650137,91.393,17
2022,Miami Grand Prix,ZHO,109.03455,18.01377252775162,90.86,20
2022,Monaco Grand Prix,ALB,88.24389655172413,15.289274490740297,74.486,29
2022,Monaco Grand Prix,ALO,85.79471428571428,13.185131718487396,73.912,28
2022,Monaco Grand Prix,BOT,90.70624,16.50318300682225,74.468,25
2022,Monaco Grand Prix,GAS,87.98392857142858,14.303942823256996,73.636,28
2022,Monaco Grand Prix,HAM,89.10344,12.425330425116806,74.267,25
2022,Monaco Grand Prix,LAT,90.71900000000001,12.438242851841222,76.276,30
2022,Monaco Grand Prix,LEC,91.94437037037038,17.658885242602263,72.656,27
2022,Monaco Grand Prix,MAG,86.92760714285714,10.319487779203593,74.239,28
2022,Monaco Grand Prix,MSC,87.98813333333334,12.194133139181808,74.894,30
2022,Monaco Grand Prix,NOR,91.00342857142857,14.986838334256593,73.294,21
2022,Monaco Grand Prix,OCO,85.621,13.618588688504644,75.216,31
2022,Monaco Grand Prix,PER,94.33060714285715,17.509745458604822,73.035,28
2022,Monaco Grand Prix,RIC,104.698,,104.698,1
2022,Monaco Grand Prix,RUS,89.40892857142856,17.74120690480649,73.406,28
2022,Monaco Grand Prix,SAI,92.73831034482758,16.83709219275672,72.7,29
2022,Monaco Grand Prix,STR,90.12188461538462,19.92726664513108,74.623,26
2022,Monaco Grand Prix,TSU,92.96816666666666,17.530169164258975,74.134,24
2022,Monaco Grand Prix,VER,88.55063333333332,15.634634304211811,73.103,30
2022,Monaco Grand Prix,VET,88.98465517241378,16.15145954766022,74.059,29
2022,Monaco Grand Prix,ZHO,89.3361,13.88966308522466,74.525,20
2022,Saudi Arabian Grand Prix,ALB,108.30384,18.53519945643963,91.866,25
2022,Saudi Arabian Grand Prix,ALO,103.69643478260869,12.27137635766512,90.944,23
2022,Saudi Arabian Grand Prix,BOT,108.7843,19.626603510145216,90.832,10
2022,Saudi Arabian Grand Prix,GAS,107.3882,18.167568753596797,90.963,25
2022,Saudi Arabian Grand Prix,HAM,105.54525000000001,19.382368873404946,90.513,20
2022,Saudi Arabian Grand Prix,HUL,103.13830769230769,13.57629910032696,91.615,26
2022,Saudi Arabian Grand Prix,LAT,106.1375238095238,17.494765953333147,91.814,21
2022,Saudi Arabian Grand Prix,LEC,113.93281818181818,20.844213551094615,90.074,11
2022,Saudi Arabian Grand Prix,MAG,115.8925,21.8841658803295,92.344,10
2022,Saudi Arabian Grand Prix,MSC,109.06275,18.97342358061837,91.169,24
2022,Saudi Arabian Grand Prix,NOR,102.90471428571428,14.59897370071902,90.735,21
2022,Saudi Arabian Grand Prix,OCO,106.08772727272726,16.14673139024566,90.76,22
2022,Saudi Arabian Grand Prix,PER,106.53344444444444,16.319851189568894,90.36,18
2022,Saudi Arabian Grand Prix,RIC,106.52773684210527,17.672331393207436,91.527,19
2022,Saudi Arabian Grand Prix,RUS,104.03775999999999,15.80403206009994,90.664,25
2022,Saudi Arabian Grand Prix,SAI,113.6646,22.466497206086913,90.32,10
2022,Saudi Arabian Grand Prix,STR,105.57716666666666,13.795130793986276,91.372,24
2022,Saudi Arabian Grand Prix,TSU,108.65233333333333,21.177500186125208,90.886,21
2022,Saudi Arabian Grand Prix,VER,107.61944444444445,19.782924057414714,90.214,18
